,,Net,,,Foreign Net,,,,Buy,,,,,Sell,,,,,Foreign Buy,,,,,Foreign Sell,,
Code,,Val (M),Vol,,Val(M),Vol,,Freq,Vol,Val(M),AVG,,Freq,Vol,Val(M),AVG,,Freq,Vol,Val(M),AVG,,Freq,Vol,Val(M),AVG
PWON,,2,42,,0,0,,3,42,2,370,,0,0,0,0,,0,0,0,0,,0,0,0,0,
BIPI,,1,37,,0,0,,46,22037,177,80,,35,22000,176,80,,0,0,0,0,,0,0,0,0,
JSPT,,13,33,,0,0,,2,34,14,4024,,1,1,0,3990,,0,0,0,0,,0,0,0,0,
ISAT,,6,32,,0,0,,3,32,6,1958,,0,0,0,0,,0,0,0,0,,0,0,0,0,
HAJJ,,0,31,,0,0,,14,128,2,124,,2,97,1,123,,0,0,0,0,,0,0,0,0,
TIRA,,4,25,,0,0,,8,25,4,1590,,0,0,0,0,,0,0,0,0,,0,0,0,0,
BAPI,,0,20,,0,0,,1,20,0,23,,0,0,0,0,,0,0,0,0,,0,0,0,0,
FORE,,1,20,,0,0,,1,20,1,515,,0,0,0,0,,0,0,0,0,,0,0,0,0,
SOUL,,0,20,,0,0,,1,20,0,88,,0,0,0,0,,0,0,0,0,,0,0,0,0,
KMTR,,0,15,,0,0,,2,15,0,317,,0,0,0,0,,0,0,0,0,,0,0,0,0,
LINK,,5,15,,0,0,,2,15,5,3140,,0,0,0,0,,0,0,0,0,,0,0,0,0,
MINE,,1,15,,0,0,,3,16,1,570,,1,1,0,570,,0,0,0,0,,0,0,0,0,
HMSP,,1,14,,0,0,,2,14,1,534,,0,0,0,0,,0,0,0,0,,0,0,0,0,
ASBI,,1,12,,0,0,,2,14,1,432,,1,2,0,438,,0,0,0,0,,0,0,0,0,
BBNI,,4,10,,0,0,,3,211,92,4353,,2,201,88,4370,,0,0,0,0,,0,0,0,0,
BOGA,,1,10,,0,0,,1,10,1,580,,0,0,0,0,,0,0,0,0,,0,0,0,0,
BPTR,,0,10,,0,0,,1,10,0,96,,0,0,0,0,,0,0,0,0,,0,0,0,0,
INCF,,0,10,,0,0,,1,10,0,42,,0,0,0,0,,0,0,0,0,,0,0,0,0,
PNSE,,1,10,,0,0,,1,10,1,840,,0,0,0,0,,0,0,0,0,,0,0,0,0,
POLU,,9,10,,0,0,,1,10,9,8625,,0,0,0,0,,0,0,0,0,,0,0,0,0,
RATU,,22,9,,0,0,,70,2233,1371,6139,,146,2224,1349,6065,,0,0,0,0,,0,0,0,0,
BLES,,0,8,,0,0,,3,8,0,160,,0,0,0,0,,0,0,0,0,,0,0,0,0,
INDF,,6,8,,0,0,,4,8,6,7588,,0,0,0,0,,0,0,0,0,,0,0,0,0,
CFIN,,0,7,,0,0,,7,7,0,315,,0,0,0,0,,0,0,0,0,,0,0,0,0,
DSSA,,65,6,,0,0,,9,12,130,108688,,6,6,65,108479,,0,0,0,0,,0,0,0,0,
MAPA,,0,6,,0,0,,9,172,11,615,,1,166,10,615,,0,0,0,0,,0,0,0,0,
BESS,,1,5,,0,0,,1,5,1,1025,,0,0,0,0,,0,0,0,0,,0,0,0,0,
BNGA,,1,5,,0,0,,1,5,1,1695,,0,0,0,0,,0,0,0,0,,0,0,0,0,
MERI,,0,5,,0,0,,1,5,0,242,,0,0,0,0,,0,0,0,0,,0,0,0,0,
IRRA,,0,4,,0,0,,4,4,0,428,,0,0,0,0,,0,0,0,0,,0,0,0,0,
MASB,,1,4,,0,0,,1,4,1,3250,,0,0,0,0,,0,0,0,0,,0,0,0,0,
TUGU,,0,4,,0,0,,4,4,0,960,,0,0,0,0,,0,0,0,0,,0,0,0,0,
AVIA,,0,3,,0,0,,3,3,0,429,,0,0,0,0,,0,0,0,0,,0,0,0,0,
SHIP,,1,3,,0,0,,3,3,1,4603,,0,0,0,0,,0,0,0,0,,0,0,0,0,
CAKK,,0,2,,0,0,,1,2,0,144,,0,0,0,0,,0,0,0,0,,0,0,0,0,
ICBP,,2,2,,0,0,,1,2,2,9250,,0,0,0,0,,0,0,0,0,,0,0,0,0,
ASII,,1,1,,0,0,,1,1,1,5400,,0,0,0,0,,0,0,0,0,,0,0,0,0,
CHEK,,0,1,,0,0,,4,1102,22,202,,4,1101,22,202,,0,0,0,0,,0,0,0,0,
HEXA,,1,1,,0,0,,1,1,1,5550,,0,0,0,0,,0,0,0,0,,0,0,0,0,
MBAP,,0,1,,0,0,,1,1,0,1625,,0,0,0,0,,0,0,0,0,,0,0,0,0,
MIDI,,0,1,,0,0,,1,1,0,446,,0,0,0,0,,0,0,0,0,,0,0,0,0,
SGRO,,0,1,,0,0,,1,1,0,4360,,0,0,0,0,,0,0,0,0,,0,0,0,0,
AKSI,,0,0,,0,0,,1,100,2,240,,14,100,2,246,,0,0,0,0,,0,0,0,0,
BNII,,0,0,,0,0,,2,60,1,210,,5,60,1,212,,0,0,0,0,,0,0,0,0,
BPFI,,0,0,,0,0,,1,20,1,340,,1,20,1,360,,0,0,0,0,,0,0,0,0,
BVIC,,0,0,,0,0,,3,182,2,111,,5,182,2,111,,0,0,0,0,,0,0,0,0,
CITY,,0,0,,0,0,,10,1450,16,108,,14,1450,15,106,,0,0,0,0,,0,0,0,0,
DIVA,,0,0,,0,0,,4,4,0,130,,4,4,0,127,,0,0,0,0,,0,0,0,0,
EMDE,,2,0,,0,0,,5,4000,40,100,,14,4000,38,96,,0,0,0,0,,0,0,0,0,
ERTX,,0,0,,0,0,,22,2308,30,131,,28,2308,31,133,,0,0,0,0,,0,0,0,0,
FITT,,0,0,,0,0,,63,1107,48,434,,18,1107,48,438,,0,0,0,0,,0,0,0,0,
GRPM,,0,0,,0,0,,8,2041,11,53,,7,2041,11,54,,0,0,0,0,,0,0,0,0,
INET-W,,0,0,,0,0,,3,1000,14,135,,10,1000,14,137,,0,0,0,0,,0,0,0,0,
LMAX,,0,0,,0,0,,4,2333,17,73,,20,2333,18,75,,0,0,0,0,,0,0,0,0,
LUCK,,0,0,,0,0,,5,146,1,83,,8,146,1,84,,0,0,0,0,,0,0,0,0,
MBSS,,3,0,,0,0,,45,715,117,1633,,19,715,114,1593,,0,0,0,0,,0,0,0,0,
MKTR-W,,1,0,,0,0,,8,6793,13,19,,4,6793,14,21,,0,0,0,0,,0,0,0,0,
MPOW,,0,0,,0,0,,3,200,2,117,,4,200,2,117,,0,0,0,0,,0,0,0,0,
MYOH,,0,0,,0,0,,7,118,20,1684,,28,118,20,1663,,0,0,0,0,,0,0,0,0,
NEST,,0,0,,0,0,,2,318,8,263,,27,318,9,267,,0,0,0,0,,0,0,0,0,
PAMG,,0,0,,0,0,,5,1670,13,78,,5,1670,13,80,,0,0,0,0,,0,0,0,0,
PLAN,,0,0,,0,0,,36,8000,53,66,,33,8000,53,66,,0,0,0,0,,0,0,0,0,
PTSP,,0,0,,0,0,,2,20,3,1280,,7,20,2,1226,,0,0,0,0,,0,0,0,0,
PYFA-W,,0,0,,0,0,,1,100,1,105,,2,100,1,100,,0,0,0,0,,0,0,0,0,
SMLE,,0,0,,0,0,,1,225,3,152,,3,225,3,150,,0,0,0,0,,0,0,0,0,
SMMT,,0,0,,0,0,,2,10,1,1220,,1,10,1,1205,,0,0,0,0,,0,0,0,0,
SSTM,,0,0,,0,0,,22,720,26,365,,38,720,27,372,,0,0,0,0,,0,0,0,0,
TCPI,,1,0,,0,0,,2,180,101,5625,,2,180,103,5700,,0,0,0,0,,0,0,0,0,
TFAS,,0,0,,0,0,,18,657,9,141,,9,657,9,144,,0,0,0,0,,0,0,0,0,
UNIQ,,0,0,,0,0,,10,1643,60,362,,39,1643,60,365,,0,0,0,0,,0,0,0,0,
XSSI,,0,0,,0,0,,1,100,1,85,,6,100,1,83,,0,0,0,0,,0,0,0,0,
CMRY,,0,-1,,0,0,,0,0,0,0,,1,1,0,4940,,0,0,0,0,,0,0,0,0,
JECC,,0,-1,,0,0,,1,1,0,1165,,1,2,0,1150,,0,0,0,0,,0,0,0,0,
VERN,,0,-1,,0,0,,9,1100,15,134,,18,1101,15,132,,0,0,0,0,,0,0,0,0,
IPCC,,0,-2,,0,0,,0,0,0,0,,1,2,0,1110,,0,0,0,0,,0,0,0,0,
MGRO,,0,-2,,0,0,,12,1983,141,710,,13,1985,141,710,,0,0,0,0,,0,0,0,0,
PBSA,,0,-2,,0,0,,0,0,0,0,,1,2,0,875,,0,0,0,0,,0,0,0,0,
SMSM,,0,-2,,0,0,,0,0,0,0,,2,2,0,1940,,0,0,0,0,,0,0,0,0,
PTIS,,0,-4,,0,0,,0,0,0,0,,3,4,0,422,,0,0,0,0,,0,0,0,0,
TOTL,,0,-4,,0,0,,0,0,0,0,,1,4,0,770,,0,0,0,0,,0,0,0,0,
VINS,,0,-7,,0,0,,0,0,0,0,,3,7,0,129,,0,0,0,0,,0,0,0,0,
BYAN,,18,-10,,0,0,,0,0,0,0,,4,10,18,18100,,0,0,0,0,,0,0,0,0,
CYBR,,1,-10,,0,0,,1,200,19,955,,2,210,20,965,,0,0,0,0,,0,0,0,0,
GPSO,,0,-10,,0,0,,2,20,1,278,,3,30,1,282,,0,0,0,0,,0,0,0,0,
KINO,,1,-10,,0,0,,0,0,0,0,,1,10,1,1260,,0,0,0,0,,0,0,0,0,
NETV,,0,-10,,0,0,,0,0,0,0,,2,10,0,134,,0,0,0,0,,0,0,0,0,
SMMA,,16,-10,,0,0,,0,0,0,0,,5,10,16,16200,,0,0,0,0,,0,0,0,0,
TLKM,,3,-10,,0,0,,0,0,0,0,,1,10,3,3160,,0,0,0,0,,0,0,0,0,
DART,,0,-12,,0,0,,2,50,1,164,,2,62,1,168,,0,0,0,0,,0,0,0,0,
ASPR,,0,-19,,0,0,,2,700,6,92,,2,719,7,94,,0,0,0,0,,0,0,0,0,
PSAT,,3,-21,,0,0,,6,100,15,1470,,5,121,18,1462,,0,0,0,0,,0,0,0,0,
AYLS,,0,-25,,0,0,,0,0,0,0,,1,25,0,103,,0,0,0,0,,0,0,0,0,
RALS,,1,-30,,0,0,,0,0,0,0,,1,30,1,392,,0,0,0,0,,0,0,0,0,
SMDM,,3,-32,,0,0,,0,0,0,0,,2,32,3,825,,0,0,0,0,,0,0,0,0,
SONA,,19,-38,,0,0,,10,14,6,4621,,17,52,25,4857,,0,0,0,0,,0,0,0,0,
SMGR,,15,-43,,0,0,,60,5457,1542,2826,,104,5500,1527,2776,,0,0,0,0,,0,0,0,0,
GIAA,,0,-45,,0,0,,0,0,0,0,,2,45,0,69,,0,0,0,0,,0,0,0,0,
BBKP,,0,-46,,0,0,,0,0,0,0,,3,46,0,78,,0,0,0,0,,0,0,0,0,
CTRA,,5,-46,,0,0,,5,204,20,995,,1,250,25,995,,0,0,0,0,,0,0,0,0,
ERAL,,2,-50,,0,0,,1,50,2,324,,3,100,3,326,,0,0,0,0,,0,0,0,0,
OBMD,,1,-50,,0,0,,0,0,0,0,,4,50,1,280,,0,0,0,0,,0,0,0,0,
TYRE,,1,-54,,0,0,,0,0,0,0,,1,54,1,129,,0,0,0,0,,0,0,0,0,
TNCA,,1,-56,,0,0,,0,0,0,0,,3,56,1,181,,0,0,0,0,,0,0,0,0,
AKRA,,9,-75,,0,0,,1,20,2,1220,,2,95,12,1249,,0,0,0,0,,0,0,0,0,
AKPI,,5,-81,,0,0,,0,0,0,0,,9,81,5,560,,0,0,0,0,,0,0,0,0,
INCO,,35,-88,,0,0,,3,112,43,3871,,13,200,78,3898,,0,0,0,0,,0,0,0,0,
AALI,,66,-90,,0,0,,0,0,0,0,,17,90,66,7350,,0,0,0,0,,0,0,0,0,
JATI,,1,-90,,0,0,,0,0,0,0,,9,90,1,141,,0,0,0,0,,0,0,0,0,
MDRN,,0,-92,,0,0,,12,11123,36,32,,6,11215,36,32,,0,0,0,0,,0,0,0,0,
AADI,,69,-95,,0,0,,6,32,23,7315,,11,127,93,7294,,0,0,0,0,,0,0,0,0,
PNBN,,11,-95,,0,0,,5,285,33,1143,,4,380,44,1155,,0,0,0,0,,0,0,0,0,
ARKO,,14,-100,,0,0,,0,0,0,0,,5,100,14,1350,,0,0,0,0,,0,0,0,0,
BJBR,,8,-100,,0,0,,0,0,0,0,,1,100,8,770,,0,0,0,0,,0,0,0,0,
CCSI,,4,-100,,0,0,,0,0,0,0,,2,100,4,380,,0,0,0,0,,0,0,0,0,
HYGN,,2,-100,,0,0,,0,0,0,0,,1,100,2,156,,0,0,0,0,,0,0,0,0,
INTP,,69,-100,,0,0,,0,0,0,0,,6,100,69,6900,,0,0,0,0,,0,0,0,0,
JSMR,,34,-100,,0,0,,0,0,0,0,,2,100,34,3430,,0,0,0,0,,0,0,0,0,
KRYA,,2,-100,,0,0,,0,0,0,0,,3,100,2,210,,0,0,0,0,,0,0,0,0,
DRMA,,12,-118,,0,0,,1,2,0,1020,,4,120,12,1009,,0,0,0,0,,0,0,0,0,
BAIK,,1,-130,,0,0,,0,0,0,0,,2,130,1,105,,0,0,0,0,,0,0,0,0,
CMNT,,11,-133,,0,0,,12,3964,322,813,,13,4097,333,813,,0,0,0,0,,0,0,0,0,
PTSN,,7,-146,,0,0,,12,1215,60,496,,34,1361,67,492,,0,0,0,0,,0,0,0,0,
GGRM,,140,-160,,0,0,,5,50,44,8750,,18,210,184,8773,,0,0,0,0,,0,0,0,0,
BINO,,2,-165,,0,0,,0,0,0,0,,1,165,2,121,,0,0,0,0,,0,0,0,0,
TLDN,,13,-174,,0,0,,0,0,0,0,,1,174,13,740,,0,0,0,0,,0,0,0,0,
BBHI,,29,-183,,0,0,,1,1,0,1620,,2,184,29,1590,,0,0,0,0,,0,0,0,0,
ARTO,,41,-186,,0,0,,0,0,0,0,,5,186,41,2187,,0,0,0,0,,0,0,0,0,
BMBL,,1,-200,,0,0,,0,0,0,0,,1,200,1,44,,0,0,0,0,,0,0,0,0,
BOAT,,2,-200,,0,0,,0,0,0,0,,6,200,2,121,,0,0,0,0,,0,0,0,0,
ABBA,,1,-210,,0,0,,0,0,0,0,,1,210,1,42,,0,0,0,0,,0,0,0,0,
PURA,,1,-277,,0,0,,32,7034,21,30,,11,7311,22,30,,0,0,0,0,,0,0,0,0,
JRPT,,24,-300,,0,0,,0,0,0,0,,5,300,24,805,,0,0,0,0,,0,0,0,0,
SAME,,10,-300,,0,0,,4,300,10,346,,13,600,21,346,,0,0,0,0,,0,0,0,0,
ALII,,17,-313,,0,0,,0,0,0,0,,7,313,17,540,,0,0,0,0,,0,0,0,0,
AMMN,,265,-332,,0,0,,0,0,0,0,,18,332,265,7982,,0,0,0,0,,0,0,0,0,
DYAN,,3,-350,,0,0,,1,10,0,89,,1,360,3,91,,0,0,0,0,,0,0,0,0,
BFIN,,28,-368,,0,0,,1,10,1,755,,4,378,29,767,,0,0,0,0,,0,0,0,0,
BDMN,,101,-399,,0,0,,0,0,0,0,,24,399,101,2531,,0,0,0,0,,0,0,0,0,
ESTA,,3,-432,,0,0,,2,50,0,68,,9,482,3,70,,0,0,0,0,,0,0,0,0,
BEER,,5,-450,,0,0,,1,50,1,105,,1,500,6,111,,0,0,0,0,,0,0,0,0,
JAYA,,4,-459,,0,0,,0,0,0,0,,19,459,4,95,,0,0,0,0,,0,0,0,0,
MMIX,,13,-459,,0,0,,12,1258,35,281,,19,1717,48,282,,0,0,0,0,,0,0,0,0,
DKHH,,6,-494,,0,0,,12,2200,24,110,,17,2694,30,111,,0,0,0,0,,0,0,0,0,
APEX,,6,-500,,0,0,,0,0,0,0,,2,500,6,127,,0,0,0,0,,0,0,0,0,
NAYZ,,5,-500,,0,0,,0,0,0,0,,4,500,5,101,,0,0,0,0,,0,0,0,0,
SAGE,,2,-500,,0,0,,3,500,2,41,,4,1000,4,42,,0,0,0,0,,0,0,0,0,
NASI,,5,-550,,0,0,,8,1000,9,89,,4,1550,14,88,,0,0,0,0,,0,0,0,0,
EAST,,6,-589,,0,0,,20,3087,29,94,,5,3676,35,96,,0,0,0,0,,0,0,0,0,
AISA,,9,-619,,0,0,,6,1901,24,126,,23,2520,33,129,,0,0,0,0,,0,0,0,0,
PALM,,30,-688,,0,0,,15,403,18,444,,16,1091,48,436,,0,0,0,0,,0,0,0,0,
JAWA,,11,-700,,0,0,,0,0,0,0,,18,700,11,152,,0,0,0,0,,0,0,0,0,
RUNS,,9,-700,,0,0,,1,300,3,109,,5,1000,12,123,,0,0,0,0,,0,0,0,0,
DSFI,,7,-729,,0,0,,16,4708,41,86,,32,5437,47,87,,0,0,0,0,,0,0,0,0,
CPIN,,337,-746,,0,0,,34,1025,460,4491,,71,1771,797,4500,,0,0,0,0,,0,0,0,0,
MIRA,,6,-765,,0,0,,11,5620,38,68,,16,6385,44,68,,0,0,0,0,,0,0,0,0,
SWID,,8,-787,,0,0,,1,200,2,96,,5,987,9,96,,0,0,0,0,,0,0,0,0,
PPRE,,25,-791,,0,0,,120,29185,333,114,,83,29976,358,119,,0,0,0,0,,0,0,0,0,
OPMS,,7,-842,,0,0,,5,1601,13,84,,14,2443,20,84,,0,0,0,0,,0,0,0,0,
KUAS,,6,-905,,0,0,,5,2500,18,73,,11,3405,25,72,,0,0,0,0,,0,0,0,0,
EPAC,,4,-914,,0,0,,1,86,0,36,,3,1000,4,40,,0,0,0,0,,0,0,0,0,
MHKI,,14,-930,,0,0,,0,0,0,0,,18,930,14,149,,0,0,0,0,,0,0,0,0,
SOLA,,14,-975,,0,0,,1,1000,15,150,,31,1975,29,148,,0,0,0,0,,0,0,0,0,
DNAR,,12,-983,,0,0,,1,1,0,121,,3,984,12,122,,0,0,0,0,,0,0,0,0,
BTEK,,2,-1000,,0,0,,0,0,0,0,,1,1000,2,16,,0,0,0,0,,0,0,0,0,
KBLM,,39,-1000,,0,0,,0,0,0,0,,1,1000,39,390,,0,0,0,0,,0,0,0,0,
MBMAZPCX5A,,6,-1000,,0,0,,0,0,0,0,,1,1000,6,60,,0,0,0,0,,0,0,0,0,
MDLA,,23,-1004,,0,0,,20,1768,41,229,,56,2772,64,230,,0,0,0,0,,0,0,0,0,
CSMI,,41,-1025,,0,0,,0,0,0,0,,28,1025,41,400,,0,0,0,0,,0,0,0,0,
KICI,,14,-1031,,0,0,,1,51,1,151,,15,1082,15,141,,0,0,0,0,,0,0,0,0,
JKON,,12,-1149,,0,0,,34,1887,18,95,,32,3036,30,98,,0,0,0,0,,0,0,0,0,
MSIN,,41,-1196,,0,0,,143,16449,1059,644,,201,17645,1100,623,,0,0,0,0,,0,0,0,0,
CGAS,,18,-1208,,0,0,,72,7558,121,160,,81,8766,139,159,,0,0,0,0,,0,0,0,0,
DKFT,,93,-1209,,0,0,,46,2969,217,732,,56,4178,311,743,,0,0,0,0,,0,0,0,0,
DMMX,,49,-1300,,0,0,,8,305,12,387,,30,1605,61,380,,0,0,0,0,,0,0,0,0,
ICON,,7,-1356,,0,0,,0,0,0,0,,11,1356,7,52,,0,0,0,0,,0,0,0,0,
MPXL,,18,-1410,,0,0,,4,160,2,122,,17,1570,20,124,,0,0,0,0,,0,0,0,0,
GSMF,,16,-1420,,0,0,,17,1209,14,116,,16,2629,30,114,,0,0,0,0,,0,0,0,0,
BRRC,,17,-1492,,0,0,,273,115193,981,85,,324,116685,997,85,,0,0,0,0,,0,0,0,0,
WINR,,4,-1500,,0,0,,0,0,0,0,,1,1500,4,29,,0,0,0,0,,0,0,0,0,
BBCA,,1212,-1512,,0,0,,45,922,735,7968,,14,2434,1947,7998,,0,0,0,0,,0,0,0,0,
SIDO,,82,-1540,,0,0,,0,0,0,0,,4,1540,82,532,,0,0,0,0,,0,0,0,0,
UNTR,,4198,-1649,,0,0,,94,850,2162,25430,,165,2499,6360,25450,,0,0,0,0,,0,0,0,0,
BELL,,15,-1714,,0,0,,44,12310,95,77,,78,14024,109,78,,0,0,0,0,,0,0,0,0,
JPFA,,324,-1850,,0,0,,76,4754,853,1793,,83,6604,1177,1782,,0,0,0,0,,0,0,0,0,
KBAG,,9,-2000,,0,0,,0,0,0,0,,1,2000,9,43,,0,0,0,0,,0,0,0,0,
CENT,,25,-2050,,0,0,,4,583,7,123,,11,2633,32,121,,0,0,0,0,,0,0,0,0,
LPPS,,18,-2100,,0,0,,42,5911,52,88,,27,8011,70,87,,0,0,0,0,,0,0,0,0,
BHIT,,9,-2500,,0,0,,0,0,0,0,,1,2500,9,36,,0,0,0,0,,0,0,0,0,
VTNY,,27,-2500,,0,0,,25,500,5,106,,9,3000,32,107,,0,0,0,0,,0,0,0,0,
KPIG,,78,-2505,,0,0,,1136,119064,2306,194,,1797,121569,2385,196,,0,0,0,0,,0,0,0,0,
UCID,,122,-2663,,0,0,,0,0,0,0,,19,2663,122,458,,0,0,0,0,,0,0,0,0,
PACK,,744,-2711,,0,0,,69,1672,478,2859,,124,4383,1222,2788,,0,0,0,0,,0,0,0,0,
GRPH,,21,-2838,,0,0,,84,10031,75,74,,79,12869,95,74,,0,0,0,0,,0,0,0,0,
PBRX,,7,-2933,,0,0,,15,10400,41,39,,33,13333,48,36,,0,0,0,0,,0,0,0,0,
MPIX,,18,-3116,,0,0,,330,76072,570,75,,187,79188,588,74,,0,0,0,0,,0,0,0,0,
PGAS,,581,-3298,,0,0,,54,5080,898,1768,,123,8378,1479,1765,,0,0,0,0,,0,0,0,0,
VIVA,,11,-3331,,0,0,,30,13391,46,34,,4,16722,57,34,,0,0,0,0,,0,0,0,0,
MEJA,,36,-3715,,0,0,,47,17003,157,92,,79,20718,193,93,,0,0,0,0,,0,0,0,0,
BCIP,,36,-3744,,0,0,,1,4,0,95,,9,3748,36,95,,0,0,0,0,,0,0,0,0,
DILD,,53,-3834,,0,0,,1,170,2,138,,13,4004,55,137,,0,0,0,0,,0,0,0,0,
SRTG,,802,-3990,,20,-100,,73,8530,1771,2076,,164,12520,2572,2055,,0,0,0,0,,3,100,20,1955,
SOFA,,21,-4025,,0,0,,2,575,3,53,,22,4600,24,52,,0,0,0,0,,0,0,0,0,
SCMA,,137,-4089,,0,0,,59,12351,403,327,,65,16440,541,329,,0,0,0,0,,0,0,0,0,
ANTM,,1397,-4115,,0,0,,285,22519,7688,3414,,303,26634,9085,3411,,0,0,0,0,,0,0,0,0,
OKAS,,117,-4260,,0,0,,0,0,0,0,,32,4260,117,275,,0,0,0,0,,0,0,0,0,
BAPA,,43,-4605,,0,0,,69,26681,207,78,,141,31286,250,80,,0,0,0,0,,0,0,0,0,
KOCI,,33,-4647,,0,0,,79,15992,106,67,,75,20639,139,67,,0,0,0,0,,0,0,0,0,
IPTV,,20,-4700,,0,0,,1,300,1,42,,1,5000,21,42,,0,0,0,0,,0,0,0,0,
CHEM,,48,-4708,,0,0,,6,244,2,99,,31,4952,50,102,,0,0,0,0,,0,0,0,0,
MLIA,,180,-5000,,0,0,,0,0,0,0,,13,5000,180,360,,0,0,0,0,,0,0,0,0,
INET,,126,-5440,,0,0,,225,41860,944,225,,338,47300,1070,226,,0,0,0,0,,0,0,0,0,
IKAN,,127,-5616,,0,0,,504,128289,1955,152,,500,133905,2082,155,,0,0,0,0,,0,0,0,0,
TAMU,,17,-6000,,0,0,,0,0,0,0,,3,6000,17,28,,0,0,0,0,,0,0,0,0,
WIFI,,1554,-6029,,0,0,,144,13668,3521,2576,,227,19697,5075,2577,,0,0,0,0,,0,0,0,0,
GTSI,,58,-6070,,0,0,,6,935,9,93,,41,7005,66,95,,0,0,0,0,,0,0,0,0,
BUVA,,214,-6269,,0,0,,395,123554,4554,369,,557,129823,4769,367,,0,0,0,0,,0,0,0,0,
ADHI,,194,-6589,,0,0,,34,7855,232,295,,55,14444,426,295,,0,0,0,0,,0,0,0,0,
WGSH,,120,-7000,,0,0,,0,0,0,0,,11,7000,120,171,,0,0,0,0,,0,0,0,0,
ASLC,,103,-7656,,0,0,,170,81273,858,106,,215,88929,961,108,,0,0,0,0,,0,0,0,0,
MDKA,,2085,-7910,,0,0,,386,30437,8143,2675,,546,38347,10228,2667,,0,0,0,0,,0,0,0,0,
IMJS,,191,-7951,,0,0,,1,50,1,244,,26,8001,192,240,,0,0,0,0,,0,0,0,0,
ZINC,,19,-8611,,0,0,,2,4000,9,22,,19,12611,28,22,,0,0,0,0,,0,0,0,0,
GRIA,,190,-8725,,0,0,,172,39295,503,128,,269,48020,693,144,,0,0,0,0,,0,0,0,0,
INTA,,21,-9444,,0,0,,0,0,0,0,,3,9444,21,22,,0,0,0,0,,0,0,0,0,
IMPC,,1488,-9579,,0,0,,709,182306,25770,1414,,738,191885,27259,1421,,0,0,0,0,,0,0,0,0,
BLTA,,39,-9600,,0,0,,8,594,2,41,,10,10194,42,41,,0,0,0,0,,0,0,0,0,
ESSA,,585,-9648,,0,0,,102,22697,1394,614,,108,32345,1979,612,,0,0,0,0,,0,0,0,0,
PNBS,,56,-9833,,0,0,,11,7888,45,57,,27,17721,101,57,,0,0,0,0,,0,0,0,0,
PYFA,,634,-10374,,0,0,,277,53223,3130,588,,483,63597,3764,592,,0,0,0,0,,0,0,0,0,
PPRI,,292,-10469,,0,0,,134,27016,768,284,,131,37485,1061,283,,0,0,0,0,,0,0,0,0,
PCAR,,48,-11383,,0,0,,0,0,0,0,,19,11383,48,42,,0,0,0,0,,0,0,0,0,
PART-W,,28,-12263,,0,0,,2,201,0,23,,14,12464,28,23,,0,0,0,0,,0,0,0,0,
GZCO,,265,-12400,,0,0,,315,133891,2986,223,,458,146291,3252,222,,0,0,0,0,,0,0,0,0,
HRTA,,1085,-12491,,0,0,,179,14550,1260,866,,366,27041,2344,867,,0,0,0,0,,0,0,0,0,
LPKR,,151,-14922,,0,0,,18,10291,103,100,,29,25213,254,101,,0,0,0,0,,0,0,0,0,
BATR,,197,-15557,,0,0,,141,20254,252,124,,260,35811,449,125,,0,0,0,0,,0,0,0,0,
MBMA,,738,-16148,,0,0,,137,47572,2066,434,,262,63720,2804,440,,0,0,0,0,,0,0,0,0,
MANG,,76,-16186,,0,0,,4,668,3,46,,29,16854,79,47,,0,0,0,0,,0,0,0,0,
PART,,222,-17572,,0,0,,1136,22257,269,121,,2091,39829,491,123,,0,0,0,0,,0,0,0,0,
DOID,,669,-18195,,0,0,,39,3640,132,364,,72,21835,801,367,,0,0,0,0,,0,0,0,0,
MEDC,,2405,-19443,,0,0,,73,4277,530,1238,,61,23720,2935,1237,,0,0,0,0,,0,0,0,0,
MPIX-W,,24,-19990,,0,0,,1,1,0,14,,4,19991,24,12,,0,0,0,0,,0,0,0,0,
DGIK,,193,-20010,,0,0,,0,0,0,0,,43,20010,193,96,,0,0,0,0,,0,0,0,0,
MINA,,356,-20060,,0,0,,204,92822,1683,181,,367,112882,2039,181,,0,0,0,0,,0,0,0,0,
ASPI,,846,-20348,,0,0,,18,775,33,427,,32,21123,879,416,,0,0,0,0,,0,0,0,0,
INDX,,192,-22050,,0,0,,8,450,4,88,,119,22500,196,87,,0,0,0,0,,0,0,0,0,
INDY,,3972,-23782,,41,250,,431,34198,5703,1668,,881,57980,9675,1669,,4,250,41,1620,,0,0,0,0,
LAND,,103,-24231,,0,0,,3,600,3,42,,35,24831,105,42,,0,0,0,0,,0,0,0,0,
PRIM,,226,-24302,,0,0,,745,2801,27,95,,954,27103,253,93,,0,0,0,0,,0,0,0,0,
BKSL,,384,-28733,,0,0,,16,6096,82,134,,50,34829,466,134,,0,0,0,0,,0,0,0,0,
PIPA,,474,-28965,,0,0,,238,100533,1626,162,,552,129498,2100,162,,0,0,0,0,,0,0,0,0,
DOOH,,446,-30056,,0,0,,683,81958,1225,149,,771,112014,1671,149,,0,0,0,0,,0,0,0,0,
HILL,,657,-31700,,0,0,,0,0,0,0,,87,31700,657,207,,0,0,0,0,,0,0,0,0,
PSAB,,1863,-32148,,0,0,,760,68120,4110,603,,1494,100268,5973,596,,0,0,0,0,,0,0,0,0,
