,,Net,,,Foreign Net,,,,Buy,,,,,Sell,,,,,Foreign Buy,,,,,Foreign Sell,,
Code,,Val (M),Vol,,Val(M),Vol,,Freq,Vol,Val(M),AVG,,Freq,Vol,Val(M),AVG,,Freq,Vol,Val(M),AVG,,Freq,Vol,Val(M),AVG
MTWI,,0,2,,0,0,,1,2,0,364,,0,0,0,0,,0,0,0,0,,0,0,0,0,
KONI,,0,1,,0,0,,8,9,2,1684,,5,8,1,1719,,0,0,0,0,,0,0,0,0,
MSTI,,0,1,,0,0,,1,1,0,1545,,0,0,0,0,,0,0,0,0,,0,0,0,0,
PEVE,,0,1,,0,0,,1,1,0,428,,0,0,0,0,,0,0,0,0,,0,0,0,0,
RIGS,,0,1,,0,0,,1,1,0,825,,0,0,0,0,,0,0,0,0,,0,0,0,0,
TCPI,,0,1,,0,0,,3,80,47,5850,,11,79,47,5975,,0,0,0,0,,0,0,0,0,
ADROBQCU5A,,1,0,,0,0,,4,15000,3,2,,9,15000,4,3,,0,0,0,0,,0,0,0,0,
ALII,,0,0,,0,0,,4,669,36,545,,1,669,36,545,,0,0,0,0,,0,0,0,0,
ARTOBQCU5A,,1,0,,0,0,,4,5000,1,2,,12,5000,2,4,,0,0,0,0,,0,0,0,0,
BBCABQCV5A,,0,0,,0,0,,1,100,0,20,,1,100,0,21,,0,0,0,0,,0,0,0,0,
BBNIBQCU5A,,1,0,,0,0,,1,5999,2,4,,5,5999,3,5,,0,0,0,0,,0,0,0,0,
BMRIBQCU5A,,14,0,,0,0,,17,39500,9,2,,61,39500,23,6,,0,0,0,0,,0,0,0,0,
BNGA,,0,0,,0,0,,1,50,9,1730,,1,50,9,1730,,0,0,0,0,,0,0,0,0,
GOTOBQCZ5A,,8,0,,0,0,,20,35000,18,5,,24,35000,25,7,,0,0,0,0,,0,0,0,0,
HALO-W,,0,0,,0,0,,3,800,1,16,,2,800,1,15,,0,0,0,0,,0,0,0,0,
IMAS,,1,0,,0,0,,52,541,62,1152,,18,541,63,1167,,0,0,0,0,,0,0,0,0,
ISAT,,0,0,,0,0,,1,100,19,1895,,1,100,19,1925,,0,0,0,0,,0,0,0,0,
MAPIBQCV5A,,2,0,,0,0,,29,9078,14,15,,31,9078,11,13,,0,0,0,0,,0,0,0,0,
MYOH,,0,0,,0,0,,1,20,3,1695,,1,20,3,1710,,0,0,0,0,,0,0,0,0,
PNBS,,0,0,,0,0,,1,8,0,55,,1,8,0,54,,0,0,0,0,,0,0,0,0,
RELI,,0,0,,0,0,,1,3,0,760,,1,3,0,740,,0,0,0,0,,0,0,0,0,
SMGRBQCU5A,,7,0,,0,0,,118,30113,10,3,,139,30113,17,6,,0,0,0,0,,0,0,0,0,
SWID,,0,0,,0,0,,26,4670,50,107,,32,4670,50,107,,0,0,0,0,,0,0,0,0,
WTON,,0,0,,0,0,,1,600,6,106,,2,600,6,108,,0,0,0,0,,0,0,0,0,
MGRO,,0,-1,,0,0,,13,2978,223,750,,6,2979,223,750,,0,0,0,0,,0,0,0,0,
PTIS,,0,-1,,0,0,,0,0,0,0,,1,1,0,414,,0,0,0,0,,0,0,0,0,
MNCN,,0,-2,,0,0,,0,0,0,0,,1,2,0,264,,0,0,0,0,,0,0,0,0,
EDGE,,2,-5,,0,0,,0,0,0,0,,1,5,2,4350,,0,0,0,0,,0,0,0,0,
ICBP,,5,-5,,0,0,,0,0,0,0,,1,5,5,9225,,0,0,0,0,,0,0,0,0,
INDR,,2,-7,,0,0,,0,0,0,0,,1,7,2,2800,,0,0,0,0,,0,0,0,0,
PGLI,,0,-7,,0,0,,2,48,1,256,,1,55,2,282,,0,0,0,0,,0,0,0,0,
HYGN,,0,-8,,0,0,,0,0,0,0,,1,8,0,158,,0,0,0,0,,0,0,0,0,
NISP,,1,-8,,0,0,,0,0,0,0,,1,8,1,1365,,0,0,0,0,,0,0,0,0,
SMDM,,1,-8,,0,0,,1,50,4,845,,6,58,5,871,,0,0,0,0,,0,0,0,0,
KOCI-W,,0,-10,,0,0,,0,0,0,0,,1,10,0,16,,0,0,0,0,,0,0,0,0,
STAR,,0,-10,,0,0,,0,0,0,0,,1,10,0,88,,0,0,0,0,,0,0,0,0,
DSSA,,119,-11,,0,0,,3,3,32,108250,,10,14,151,107913,,0,0,0,0,,0,0,0,0,
UDNG,,5,-16,,0,0,,3,4,1,3060,,7,20,6,3060,,0,0,0,0,,0,0,0,0,
MLPT,,177,-17,,0,0,,8,8,80,99663,,17,25,257,102788,,0,0,0,0,,0,0,0,0,
IFSH,,2,-22,,0,0,,1,33,3,1000,,10,55,5,920,,0,0,0,0,,0,0,0,0,
PGUN,,11,-22,,0,0,,1,6,3,5100,,4,28,14,4870,,0,0,0,0,,0,0,0,0,
JPFA,,7,-30,,0,0,,17,600,115,1923,,20,630,122,1937,,0,0,0,0,,0,0,0,0,
HAJJ-W,,0,-31,,0,0,,5,2360,4,18,,7,2391,5,19,,0,0,0,0,,0,0,0,0,
MORA,,1,-33,,0,0,,0,0,0,0,,4,33,1,438,,0,0,0,0,,0,0,0,0,
SONA,,16,-33,,0,0,,0,0,0,0,,9,33,16,4740,,0,0,0,0,,0,0,0,0,
BRPTHDPG6A,,1,-40,,0,0,,0,0,0,0,,1,40,1,240,,0,0,0,0,,0,0,0,0,
CMRY,,19,-40,,0,0,,0,0,0,0,,5,40,19,4794,,0,0,0,0,,0,0,0,0,
MAPI,,5,-42,,0,0,,24,43,5,1195,,12,85,10,1212,,0,0,0,0,,0,0,0,0,
BBSS,,1,-45,,0,0,,6,27,1,305,,2,72,2,300,,0,0,0,0,,0,0,0,0,
UFOE,,1,-47,,0,0,,0,0,0,0,,4,47,1,176,,0,0,0,0,,0,0,0,0,
SOTS,,2,-48,,0,0,,1,100,4,404,,19,148,6,401,,0,0,0,0,,0,0,0,0,
RALS,,2,-50,,0,0,,2,30,1,393,,2,80,3,394,,0,0,0,0,,0,0,0,0,
TCID,,15,-50,,0,0,,0,0,0,0,,5,50,15,2902,,0,0,0,0,,0,0,0,0,
BLTZ,,12,-53,,0,0,,2,2,0,2170,,2,55,12,2170,,0,0,0,0,,0,0,0,0,
KICI,,1,-53,,0,0,,6,302,4,145,,7,355,5,145,,0,0,0,0,,0,0,0,0,
FORU,,7,-63,,0,0,,2,15,2,1155,,8,78,9,1155,,0,0,0,0,,0,0,0,0,
ARTO,,16,-68,,0,0,,32,822,176,2144,,55,890,192,2157,,0,0,0,0,,0,0,0,0,
IRRA,,3,-74,,0,0,,7,36,1,416,,5,110,5,435,,0,0,0,0,,0,0,0,0,
DADA,,1,-77,,0,0,,0,0,0,0,,1,77,1,79,,0,0,0,0,,0,0,0,0,
BNLI,,30,-83,,30,-83,,0,0,0,0,,1,83,30,3600,,0,0,0,0,,1,83,30,3600,
PURI,,2,-85,,0,0,,8,218,4,192,,63,303,6,198,,0,0,0,0,,0,0,0,0,
COAL,,1,-100,,0,0,,0,0,0,0,,1,100,1,60,,0,0,0,0,,0,0,0,0,
KREN,,0,-100,,0,0,,0,0,0,0,,1,100,0,22,,0,0,0,0,,0,0,0,0,
MAIN,,7,-100,,0,0,,5,32,2,738,,2,132,9,718,,0,0,0,0,,0,0,0,0,
PTMP,,1,-100,,0,0,,0,0,0,0,,1,100,1,100,,0,0,0,0,,0,0,0,0,
IPOL,,1,-102,,0,0,,2,63,1,138,,2,165,2,141,,0,0,0,0,,0,0,0,0,
EXCL,,29,-108,,0,0,,10,45,12,2627,,6,153,40,2647,,0,0,0,0,,0,0,0,0,
CCSI,,4,-110,,0,0,,0,0,0,0,,13,110,4,372,,0,0,0,0,,0,0,0,0,
CPIN,,52,-110,,0,0,,0,0,0,0,,5,110,52,4771,,0,0,0,0,,0,0,0,0,
MDKAZPCF6A,,1,-110,,0,0,,0,0,0,0,,1,110,1,81,,0,0,0,0,,0,0,0,0,
ASII,,67,-120,,0,0,,2,22,12,5650,,16,142,80,5625,,0,0,0,0,,0,0,0,0,
MSIE,,1,-120,,0,0,,0,0,0,0,,2,120,1,72,,0,0,0,0,,0,0,0,0,
BREN,,110,-125,,0,0,,56,538,479,8897,,60,663,589,8877,,0,0,0,0,,0,0,0,0,
BTPS,,19,-127,,0,0,,0,0,0,0,,2,127,19,1460,,0,0,0,0,,0,0,0,0,
BOBA,,2,-134,,0,0,,0,0,0,0,,1,134,2,179,,0,0,0,0,,0,0,0,0,
CMPP,,1,-140,,0,0,,0,0,0,0,,2,140,1,90,,0,0,0,0,,0,0,0,0,
RAAM,,6,-145,,0,0,,41,3789,134,352,,66,3934,140,355,,0,0,0,0,,0,0,0,0,
STAA,,16,-146,,5,-50,,0,0,0,0,,4,146,16,1088,,0,0,0,0,,1,50,5,1095,
SEMA,,2,-150,,0,0,,9,525,5,101,,17,675,7,102,,0,0,0,0,,0,0,0,0,
MKTR,,4,-162,,0,0,,64,8995,137,153,,55,9157,141,154,,0,0,0,0,,0,0,0,0,
RATU,,104,-175,,0,0,,2,28,16,5802,,11,203,120,5923,,0,0,0,0,,0,0,0,0,
SRTGZPCG6A,,2,-190,,0,0,,0,0,0,0,,1,190,2,98,,0,0,0,0,,0,0,0,0,
AKPI,,11,-198,,0,0,,0,0,0,0,,17,198,11,560,,0,0,0,0,,0,0,0,0,
CASH,,2,-200,,0,0,,0,0,0,0,,1,200,2,110,,0,0,0,0,,0,0,0,0,
MEJA,,4,-200,,0,0,,15,13589,114,84,,54,13789,118,86,,0,0,0,0,,0,0,0,0,
KBLI,,7,-201,,0,0,,0,0,0,0,,15,201,7,368,,0,0,0,0,,0,0,0,0,
PANI,,273,-201,,0,0,,24,313,429,13716,,68,514,702,13661,,0,0,0,0,,0,0,0,0,
JARR,,0,-218,,0,0,,138,5974,985,1648,,79,6192,985,1590,,0,0,0,0,,0,0,0,0,
MOLI,,5,-222,,0,0,,0,0,0,0,,6,222,5,228,,0,0,0,0,,0,0,0,0,
KRYA,,7,-242,,0,0,,18,2118,50,237,,24,2360,57,240,,0,0,0,0,,0,0,0,0,
AGAR,,6,-255,,0,0,,0,0,0,0,,1,255,6,250,,0,0,0,0,,0,0,0,0,
AVIA,,12,-280,,0,0,,0,0,0,0,,18,280,12,423,,0,0,0,0,,0,0,0,0,
MGNA,,1,-300,,0,0,,0,0,0,0,,6,300,1,45,,0,0,0,0,,0,0,0,0,
AMIN,,7,-307,,0,0,,0,0,0,0,,4,307,7,224,,0,0,0,0,,0,0,0,0,
SMRA,,16,-328,,0,0,,16,2171,99,458,,31,2499,116,464,,0,0,0,0,,0,0,0,0,
DSFI,,3,-333,,0,0,,19,1821,16,88,,21,2154,19,89,,0,0,0,0,,0,0,0,0,
KDTN,,4,-347,,0,0,,0,0,0,0,,8,347,4,124,,0,0,0,0,,0,0,0,0,
WINE,,8,-355,,0,0,,0,0,0,0,,11,355,8,220,,0,0,0,0,,0,0,0,0,
HOMI,,9,-360,,0,0,,2,40,1,248,,10,400,10,250,,0,0,0,0,,0,0,0,0,
TOOL,,3,-380,,0,0,,0,0,0,0,,2,380,3,66,,0,0,0,0,,0,0,0,0,
BMSR,,14,-400,,0,0,,0,0,0,0,,1,400,14,350,,0,0,0,0,,0,0,0,0,
YOII,,4,-400,,0,0,,1,91,1,96,,2,491,5,98,,0,0,0,0,,0,0,0,0,
ARGO,,55,-435,,0,0,,0,0,0,0,,29,435,55,1256,,0,0,0,0,,0,0,0,0,
BABP,,3,-449,,0,0,,5,600,4,61,,10,1049,6,60,,0,0,0,0,,0,0,0,0,
BATR,,6,-481,,0,0,,4,521,6,110,,5,1002,11,114,,0,0,0,0,,0,0,0,0,
KSIX,,13,-489,,0,0,,4,252,7,274,,16,741,20,267,,0,0,0,0,,0,0,0,0,
SIDO,,27,-490,,0,0,,5,233,13,544,,11,723,40,546,,0,0,0,0,,0,0,0,0,
PSDN,,5,-528,,0,0,,41,1680,17,100,,17,2208,22,101,,0,0,0,0,,0,0,0,0,
SOCI,,11,-533,,0,0,,0,0,0,0,,8,533,11,211,,0,0,0,0,,0,0,0,0,
ASRI,,11,-619,,0,0,,13,4566,83,182,,15,5185,94,182,,0,0,0,0,,0,0,0,0,
KAEF,,32,-623,,0,0,,0,0,0,0,,2,623,32,520,,0,0,0,0,,0,0,0,0,
MINE,,37,-635,,0,0,,3,30,2,572,,16,665,38,577,,0,0,0,0,,0,0,0,0,
MSJA,,20,-655,,0,0,,0,0,0,0,,62,655,20,302,,0,0,0,0,,0,0,0,0,
PMUI,,9,-696,,0,0,,0,0,0,0,,5,696,9,131,,0,0,0,0,,0,0,0,0,
UNTR,,1894,-715,,0,0,,21,94,248,26392,,113,809,2142,26481,,0,0,0,0,,0,0,0,0,
BAIK,,8,-750,,0,0,,0,0,0,0,,35,750,8,101,,0,0,0,0,,0,0,0,0,
SICO,,12,-770,,0,0,,19,3500,45,130,,41,4270,57,133,,0,0,0,0,,0,0,0,0,
APLN,,9,-820,,0,0,,2,1180,13,108,,11,2000,22,108,,0,0,0,0,,0,0,0,0,
KIOS,,7,-841,,0,0,,37,13363,118,88,,54,14204,125,88,,0,0,0,0,,0,0,0,0,
KETR,,48,-870,,0,0,,45,1852,109,588,,39,2722,157,578,,0,0,0,0,,0,0,0,0,
SRSN,,6,-870,,0,0,,0,0,0,0,,1,870,6,69,,0,0,0,0,,0,0,0,0,
CGAS,,13,-871,,0,0,,1,629,10,159,,8,1500,23,156,,0,0,0,0,,0,0,0,0,
AKSI,,26,-877,,0,0,,58,1382,38,276,,56,2259,64,282,,0,0,0,0,,0,0,0,0,
PNBN,,102,-900,,0,0,,1,100,11,1130,,1,1000,113,1130,,0,0,0,0,,0,0,0,0,
POLY,,3,-900,,0,0,,0,0,0,0,,3,900,3,33,,0,0,0,0,,0,0,0,0,
CBDK,,553,-908,,0,0,,3,102,63,6149,,59,1010,616,6100,,0,0,0,0,,0,0,0,0,
HRTA,,81,-937,,0,0,,22,2406,213,887,,18,3343,295,882,,0,0,0,0,,0,0,0,0,
SNLK,,44,-955,,0,0,,0,0,0,0,,21,955,44,460,,0,0,0,0,,0,0,0,0,
LPCK,,62,-983,,0,0,,0,0,0,0,,23,983,62,632,,0,0,0,0,,0,0,0,0,
BHIT,,4,-1000,,0,0,,0,0,0,0,,2,1000,4,39,,0,0,0,0,,0,0,0,0,
BSDE,,110,-1000,,0,0,,13,2000,223,1115,,57,3000,333,1110,,0,0,0,0,,0,0,0,0,
RMKO,,14,-1000,,0,0,,0,0,0,0,,8,1000,14,136,,0,0,0,0,,0,0,0,0,
SMGR,,291,-1002,,0,0,,3,53,15,2901,,26,1055,306,2901,,0,0,0,0,,0,0,0,0,
GULA,,33,-1017,,0,0,,24,2268,81,356,,64,3285,114,347,,0,0,0,0,,0,0,0,0,
MSIN,,65,-1023,,0,0,,6,30,2,628,,20,1053,67,638,,0,0,0,0,,0,0,0,0,
KIJA,,21,-1025,,0,0,,3,1700,34,199,,20,2725,54,200,,0,0,0,0,,0,0,0,0,
PAMG,,8,-1046,,0,0,,25,5554,44,80,,34,6600,52,79,,0,0,0,0,,0,0,0,0,
MMIX,,41,-1049,,0,0,,48,5245,203,387,,37,6294,244,388,,0,0,0,0,,0,0,0,0,
PTPP,,39,-1074,,0,0,,7,228,8,361,,5,1302,47,362,,0,0,0,0,,0,0,0,0,
PTSN,,51,-1095,,0,0,,1,5,0,456,,31,1100,51,461,,0,0,0,0,,0,0,0,0,
NELY,,39,-1100,,0,0,,0,0,0,0,,13,1100,39,351,,0,0,0,0,,0,0,0,0,
DART,,19,-1156,,0,0,,37,1202,20,163,,143,2358,39,164,,0,0,0,0,,0,0,0,0,
WEGE,,10,-1184,,16,-2000,,47,13776,105,76,,50,14960,115,77,,0,0,0,0,,1,2000,16,78,
CLEO,,64,-1199,,0,0,,2,801,43,535,,37,2000,107,535,,0,0,0,0,,0,0,0,0,
KPIG,,26,-1300,,0,0,,10,2400,47,197,,26,3700,73,198,,0,0,0,0,,0,0,0,0,
NRCA,,155,-1422,,0,0,,14,1238,131,1061,,94,2660,286,1075,,0,0,0,0,,0,0,0,0,
GRPM,,8,-1450,,0,0,,0,0,0,0,,8,1450,8,58,,0,0,0,0,,0,0,0,0,
ACST,,20,-1480,,0,0,,3,520,7,134,,1,2000,27,137,,0,0,0,0,,0,0,0,0,
KMTR,,45,-1500,,0,0,,0,0,0,0,,29,1500,45,299,,0,0,0,0,,0,0,0,0,
UVCR,,11,-1500,,0,0,,0,0,0,0,,14,1500,11,75,,0,0,0,0,,0,0,0,0,
DAAZ,,469,-1593,,0,0,,0,0,0,0,,38,1593,469,2945,,0,0,0,0,,0,0,0,0,
DKHH-W,,3,-1703,,0,0,,0,0,0,0,,17,1703,3,16,,0,0,0,0,,0,0,0,0,
GRPH,,14,-1769,,0,0,,18,2402,18,75,,26,4171,32,76,,0,0,0,0,,0,0,0,0,
TRUE,,10,-1783,,0,0,,9,1550,9,57,,8,3333,19,57,,0,0,0,0,,0,0,0,0,
MEJA-W,,6,-2000,,0,0,,0,0,0,0,,2,2000,6,28,,0,0,0,0,,0,0,0,0,
RICY,,20,-2100,,0,0,,0,0,0,0,,16,2100,20,95,,0,0,0,0,,0,0,0,0,
TOWR,,126,-2100,,0,0,,2,2000,117,585,,22,4100,243,592,,0,0,0,0,,0,0,0,0,
VERN,,27,-2100,,0,0,,1,1111,14,129,,40,3211,42,130,,0,0,0,0,,0,0,0,0,
RUIS,,43,-2144,,0,0,,0,0,0,0,,7,2144,43,199,,0,0,0,0,,0,0,0,0,
TAYS,,20,-2177,,0,0,,63,9373,77,82,,73,11550,97,84,,0,0,0,0,,0,0,0,0,
BEER,,24,-2213,,0,0,,3,638,7,109,,29,2851,31,110,,0,0,0,0,,0,0,0,0,
ATLA,,2,-2215,,0,0,,255,132326,917,69,,480,134541,919,68,,0,0,0,0,,0,0,0,0,
LUCY,,20,-2250,,0,0,,0,0,0,0,,25,2250,20,90,,0,0,0,0,,0,0,0,0,
WIIM,,210,-2325,,0,0,,197,28387,2887,1017,,227,30712,3097,1008,,0,0,0,0,,0,0,0,0,
COCO,,145,-2354,,0,0,,35,3196,168,524,,51,5550,312,562,,0,0,0,0,,0,0,0,0,
LUCK,,28,-2414,,0,0,,75,20206,215,106,,86,22620,243,107,,0,0,0,0,,0,0,0,0,
ULTJ,,324,-2491,,0,0,,9,9,1,1303,,5,2500,325,1300,,0,0,0,0,,0,0,0,0,
WIDI,,14,-2555,,0,0,,11,1220,6,48,,13,3775,19,52,,0,0,0,0,,0,0,0,0,
JATI,,36,-2700,,0,0,,2,500,7,137,,6,3200,43,134,,0,0,0,0,,0,0,0,0,
JKON,,26,-2868,,0,0,,16,5834,51,87,,32,8702,77,88,,0,0,0,0,,0,0,0,0,
CNMA,,39,-2960,,0,0,,9,7919,108,137,,82,10879,147,135,,0,0,0,0,,0,0,0,0,
SOLA,,44,-2960,,0,0,,25,8320,123,148,,164,11280,166,148,,0,0,0,0,,0,0,0,0,
NICL,,327,-3088,,0,0,,22,3016,337,1116,,31,6104,664,1087,,0,0,0,0,,0,0,0,0,
RMKE,,307,-3100,,0,0,,0,0,0,0,,8,3100,307,992,,0,0,0,0,,0,0,0,0,
HRUM,,343,-3177,,0,0,,93,5253,600,1143,,124,8430,943,1119,,0,0,0,0,,0,0,0,0,
DYAN,,28,-3190,,0,0,,1,10,0,88,,15,3200,28,89,,0,0,0,0,,0,0,0,0,
BRRC,,28,-3204,,0,0,,80,15345,124,81,,47,18549,152,82,,0,0,0,0,,0,0,0,0,
DFAM,,47,-3273,,0,0,,346,80889,800,99,,333,84162,847,101,,0,0,0,0,,0,0,0,0,
WAPO,,54,-3280,,0,0,,40,4753,86,181,,33,8033,140,175,,0,0,0,0,,0,0,0,0,
BAPA,,30,-3489,,0,0,,7,1174,10,84,,32,4663,40,85,,0,0,0,0,,0,0,0,0,
FORE,,202,-3683,,0,0,,1,100,5,535,,84,3783,208,549,,0,0,0,0,,0,0,0,0,
VERN-W,,2,-3723,,0,0,,0,0,0,0,,5,3723,2,5,,0,0,0,0,,0,0,0,0,
BDKR,,63,-3776,,0,0,,157,32519,526,162,,478,36295,589,162,,0,0,0,0,,0,0,0,0,
CMNT,,333,-3998,,0,0,,8,1998,166,830,,14,5996,499,833,,0,0,0,0,,0,0,0,0,
ISAP-W,,6,-4000,,0,0,,33,22000,31,14,,25,26000,36,14,,0,0,0,0,,0,0,0,0,
TAMA,,19,-4000,,0,0,,0,0,0,0,,27,4000,19,48,,0,0,0,0,,0,0,0,0,
NCKL,,451,-4053,,0,0,,21,1270,141,1109,,23,5323,592,1112,,0,0,0,0,,0,0,0,0,
INET-W,,54,-4100,,0,0,,4,400,5,130,,28,4500,59,132,,0,0,0,0,,0,0,0,0,
CITY,,48,-4149,,0,0,,168,19668,248,126,,149,23817,297,125,,0,0,0,0,,0,0,0,0,
ESTA,,34,-4200,,0,0,,21,2750,21,76,,35,6950,55,78,,0,0,0,0,,0,0,0,0,
MDLA,,104,-4251,,0,0,,11,1754,43,244,,39,6005,147,244,,0,0,0,0,,0,0,0,0,
VAST-W,,6,-4275,,0,0,,0,0,0,0,,12,4275,6,14,,0,0,0,0,,0,0,0,0,
BCIP,,45,-4302,,0,0,,12,1698,17,102,,3,6000,62,103,,0,0,0,0,,0,0,0,0,
MDKA,,1160,-4613,,0,0,,139,12539,3154,2515,,252,17152,4314,2515,,0,0,0,0,,0,0,0,0,
ASHA,,31,-4700,,0,0,,0,0,0,0,,7,4700,31,66,,0,0,0,0,,0,0,0,0,
VIVA,,20,-4779,,0,0,,8,1130,5,42,,2,5909,25,42,,0,0,0,0,,0,0,0,0,
SOUL,,39,-4814,,0,0,,0,0,0,0,,44,4814,39,81,,0,0,0,0,,0,0,0,0,
MBMA,,234,-4820,,0,0,,363,87582,4186,478,,437,92402,4420,478,,0,0,0,0,,0,0,0,0,
SMBR,,146,-4910,,0,0,,10,1100,33,303,,73,6010,179,298,,0,0,0,0,,0,0,0,0,
ANTMZPCK6A,,23,-4920,,0,0,,0,0,0,0,,1,4920,23,46,,0,0,0,0,,0,0,0,0,
CHEK,,107,-5250,,0,0,,6,250,5,200,,31,5500,112,203,,0,0,0,0,,0,0,0,0,
NPGF,,33,-5385,,0,0,,3,324,2,60,,14,5709,35,62,,0,0,0,0,,0,0,0,0,
HEAL,,944,-5742,,0,0,,76,3498,577,1650,,173,9240,1521,1646,,0,0,0,0,,0,0,0,0,
OPMS,,53,-5787,,0,0,,14,673,6,92,,11,6460,59,92,,0,0,0,0,,0,0,0,0,
JAST,,60,-6000,,0,0,,11,4137,42,103,,47,10137,103,101,,0,0,0,0,,0,0,0,0,
RAJA,,1982,-7122,,0,0,,317,23892,6831,2859,,714,31014,8813,2842,,0,0,0,0,,0,0,0,0,
CENT,,112,-7197,,0,0,,583,183915,2475,135,,521,191112,2587,135,,0,0,0,0,,0,0,0,0,
DMAS,,103,-7400,,0,0,,0,0,0,0,,44,7400,103,139,,0,0,0,0,,0,0,0,0,
ADRO,,1250,-7494,,0,0,,232,9106,1522,1671,,602,16600,2771,1669,,0,0,0,0,,0,0,0,0,
AHAP,,60,-7519,,0,0,,2,16,0,79,,34,7535,60,80,,0,0,0,0,,0,0,0,0,
MSKY,,76,-7930,,0,0,,4,433,4,93,,34,8363,80,95,,0,0,0,0,,0,0,0,0,
ZATA,,29,-8002,,0,0,,1,2000,7,36,,7,10002,36,36,,0,0,0,0,,0,0,0,0,
COIN,,1870,-8166,,11,50,,85,12399,2618,2112,,623,20565,4488,2182,,1,50,11,2160,,0,0,0,0,
PART,,95,-8508,,0,0,,5,150,2,112,,44,8658,97,111,,0,0,0,0,,0,0,0,0,
HUMI,,134,-8911,,0,0,,37,4179,63,152,,70,13090,198,151,,0,0,0,0,,0,0,0,0,
HALO,,90,-9235,,0,0,,23,3637,34,94,,38,12872,124,97,,0,0,0,0,,0,0,0,0,
GRIA,,211,-9442,,0,0,,501,92883,1528,165,,644,102325,1739,170,,0,0,0,0,,0,0,0,0,
FUTR,,462,-9734,,0,0,,677,121179,5180,427,,543,130913,5642,431,,0,0,0,0,,0,0,0,0,
ISEA,,99,-9770,,0,0,,118,18777,197,105,,127,28547,296,104,,0,0,0,0,,0,0,0,0,
BGTG,,110,-10000,,0,0,,0,0,0,0,,12,10000,110,110,,0,0,0,0,,0,0,0,0,
IDEA,,124,-10000,,0,0,,0,0,0,0,,5,10000,124,124,,0,0,0,0,,0,0,0,0,
MEDC,,1383,-11073,,0,0,,434,32014,4135,1292,,349,43087,5518,1281,,0,0,0,0,,0,0,0,0,
RELF,,65,-11301,,0,0,,24,8445,46,54,,112,19746,111,56,,0,0,0,0,,0,0,0,0,
AGRS,,96,-11477,,0,0,,129,56142,471,84,,304,67619,566,84,,0,0,0,0,,0,0,0,0,
TLKM,,4001,-12149,,0,0,,6,311,102,3289,,62,12460,4103,3293,,0,0,0,0,,0,0,0,0,
KBAG,,66,-12338,,0,0,,4,13836,73,53,,12,26174,140,53,,0,0,0,0,,0,0,0,0,
GTSI,,136,-14810,,0,0,,36,6329,58,92,,62,21139,194,92,,0,0,0,0,,0,0,0,0,
MERI,,394,-15044,,0,0,,113,19563,544,278,,237,34607,939,271,,0,0,0,0,,0,0,0,0,
SCMA,,464,-15095,,0,0,,37,3737,113,303,,63,18832,577,306,,0,0,0,0,,0,0,0,0,
ERAA,,713,-15681,,0,0,,19,3380,152,450,,76,19061,865,454,,0,0,0,0,,0,0,0,0,
SMKM,,325,-15923,,0,0,,43,57425,1171,204,,70,73348,1496,204,,0,0,0,0,,0,0,0,0,
HUMI-W,,39,-16171,,0,0,,2,200,0,24,,4,16371,39,24,,0,0,0,0,,0,0,0,0,
GPRA,,225,-16265,,0,0,,6,248,3,139,,48,16513,229,139,,0,0,0,0,,0,0,0,0,
CDIA,,2653,-16715,,80,-500,,738,57341,8768,1529,,1077,74056,11421,1542,,0,0,0,0,,1,500,80,1590,
BAUT,,69,-17139,,0,0,,5,1000,4,40,,28,18139,73,40,,0,0,0,0,,0,0,0,0,
NICE,,831,-17411,,0,0,,24,2643,125,474,,153,20054,956,477,,0,0,0,0,,0,0,0,0,
KOKA,,184,-17697,,0,0,,1,100,1,103,,25,17797,185,104,,0,0,0,0,,0,0,0,0,
APEX,,230,-17813,,0,0,,69,23731,298,126,,222,41544,528,127,,0,0,0,0,,0,0,0,0,
KRAS,,569,-18550,,0,0,,10,2225,70,313,,69,20775,639,307,,0,0,0,0,,0,0,0,0,
DILD,,280,-20350,,0,0,,0,0,0,0,,100,20350,280,137,,0,0,0,0,,0,0,0,0,
MBTO,,363,-22608,,0,0,,102,21069,297,141,,198,43677,659,151,,0,0,0,0,,0,0,0,0,
MDLN,,175,-23480,,0,0,,35,7693,58,75,,85,31173,233,75,,0,0,0,0,,0,0,0,0,
BMRI,,10958,-24056,,0,0,,52,5644,2525,4474,,516,29700,13483,4540,,0,0,0,0,,0,0,0,0,
BLTA,,99,-24819,,0,0,,3,381,1,38,,57,25200,100,40,,0,0,0,0,,0,0,0,0,
SMGA,,321,-26771,,0,0,,92,26824,311,116,,67,53595,632,118,,0,0,0,0,,0,0,0,0,
SAGE,,141,-27041,,0,0,,19,20020,104,52,,67,47061,245,52,,0,0,0,0,,0,0,0,0,
MKTR-W,,50,-27252,,0,0,,0,0,0,0,,18,27252,50,18,,0,0,0,0,,0,0,0,0,
BIPI,,236,-29339,,0,0,,224,142723,1212,85,,431,172062,1448,84,,0,0,0,0,,0,0,0,0,
GPSO,,1047,-29805,,0,0,,50,1083,44,406,,79,30888,1091,353,,0,0,0,0,,0,0,0,0,
ASLC,,312,-31167,,0,0,,23,11131,111,100,,58,42298,423,100,,0,0,0,0,,0,0,0,0,
INDY,,6759,-31478,,0,0,,412,28216,6129,2172,,792,59694,12888,2159,,0,0,0,0,,0,0,0,0,
