Code,Last,Change,Prev,Open,High,Low,Freq,Vol,Val(K),Cap(M)
BRRC-W,14,7.6923076923076925%,13,14,18,13,1233,899087,1392908,2040
BBCADRCF6A,43,2.380952380952381%,42,43,43,43,4,7690,33067,4300
INPS,112,0.9009009009009009%,111,111,112,111,30,1104,12349,72800
FIRE,79,1.282051282051282%,78,80,84,78,1650,214486,1737419,116554
TAXI,16,6.666666666666667%,15,15,16,15,1938,2338818,3674182,163578
BMRIDRCX5A,53,1.9230769230769231%,52,52,53,52,2,235,1243,10600
BAPI,23,4.545454545454546%,22,23,23,23,369,186525,429008,128616
PGEOHDCH6B,69,1.4705882352941175%,68,66,69,66,2,8,53,12420
AMMNBQCZ5A,39,2.631578947368421%,38,39,39,39,2,273,1065,2730
ESIP,50,2.0408163265306123%,49,49,50,49,69,6481,32146,55498
INTD,194,0.5181347150259068%,193,196,198,193,55,2396,46923,114815
MARI,34,3.0303030303030303%,33,34,34,34,187,22925,77945,178590
UVCR,75,1.3513513513513513%,74,75,81,73,1486,320843,2490140,150011
DYAN,90,1.1235955056179776%,89,89,94,88,266,35421,324724,384567
ADRODRCX5A,37,2.7777777777777777%,36,37,42,37,20,53592,213793,11100
BNGAZPCH6A,51,0%,51,51,51,51,0,0,0,10200
PTBABQCZ4A,,0%,,,,,0,0,0,0
XNVE,178,0%,178,178,178,178,0,0,0,4023
PGEODRCQ5A,106,0%,106,106,106,106,0,0,0,42400
MDKAYUCX4A,,0%,,,,,0,0,0,0
BBCABQCZ4A,,0%,,,,,0,0,0,0
BSDEZPCH6A,60,0%,60,60,60,60,0,0,0,12000
BRPTDRCF6A,179,0%,179,181,181,179,2,4590,83077,71600
POOL,50,0%,50,50,50,50,0,0,0,117068
PIPA-W,,0%,,,,,0,0,0,0
ADROZPCF6A,28,0%,28,29,30,28,5,14,41,5600
SMLE-W,,0%,,,,,0,0,0,0
PGEOZPCF5A,,0%,,,,,0,0,0,0
ADRODRCQ5A,1,0%,1,1,1,1,0,0,0,200
ADRODRCQ5B,12,0%,12,12,12,12,0,0,0,2400
ARTOZPCF5A,,0%,,,,,0,0,0,0
SCPI,29000,0%,29000,29000,29000,29000,0,0,0,104400
AMRTZPCF5A,,0%,,,,,0,0,0,0
TLKMDRCJ5A,,0%,,,,,0,0,0,0
NIKL,230,0%,230,230,232,228,145,8682,199512,580371
AUTOZPCJ6A,38,0%,38,38,38,38,0,0,0,7600
FASW,5275,0%,5275,5275,5275,5275,0,0,0,16992122
LCGP,114,0%,114,114,114,114,0,0,0,641820
NINE,310,0%,310,310,310,310,0,0,0,668670
CTRAZPCG6A,45,0%,45,45,45,45,0,0,0,9000
DUCK,176,0%,176,176,176,176,0,0,0,225866
GOTOHDCQ5A,2,0%,2,2,2,2,0,0,0,1260
SMGRBQCM5A,,0%,,,,,0,0,0,0
POSA,50,0%,50,50,50,50,0,0,0,419444
ANTMDRPU5A,9,0%,9,9,9,9,0,0,0,1530
ARTODRCQ5A,1,0%,1,1,1,1,0,0,0,300
BTPSZPCH6A,40,0%,40,40,40,40,0,0,0,8000
CYBR-W,550,0%,550,555,555,550,5,15,826,169347
BBTNHDCZ5A,118,0%,118,118,118,118,0,0,0,17700
MFMI,1300,0%,1300,1300,1300,1300,0,0,0,984855
ANTMYUCQ5A,324,0%,324,324,324,324,0,0,0,64800
BRPTHDPG6A,282,0%,282,282,282,282,0,0,0,33840
NIPS,,0%,,,,,0,0,0,0
SCMAHDCZ5A,330,0%,330,330,330,330,0,0,0,49500
PGASBQCU5A,125,0%,125,125,125,125,0,0,0,5000
DOOH-W,,0%,,,,,0,0,0,0
BMRIYUCQ5A,16,0%,16,16,16,16,0,0,0,1600
BWPT,159,0%,159,159,159,159,0,0,0,5012521
BMRIZPCH6A,59,0%,59,59,59,59,0,0,0,11800
PKPK,590,0%,590,590,625,580,102,3346,201222,708000
GOTOYUCX4A,,0%,,,,,0,0,0,0
KLBFZPCG5A,,0%,,,,,0,0,0,0
BBNIZPCX5A,59,0%,59,59,59,59,0,0,0,11800
FWCT,160,0%,160,162,162,159,190,11951,191607,314080
MEDCBQCZ4A,,0%,,,,,0,0,0,0
BSIM,885,0%,885,890,890,870,40,301,26405,17273361
LTLS,850,0%,850,850,860,850,26,601,51315,1326000
BBNIDRCZ5A,60,0%,60,60,60,60,0,0,0,12000
BAUT-W,,0%,,,,,0,0,0,0
BRPTDRCJ5A,,0%,,,,,0,0,0,0
INDFBQCM5A,,0%,,,,,0,0,0,0
BBRIHDCG5A,,0%,,,,,0,0,0,0
PGJO,915,0%,915,915,915,915,0,0,0,728211
TKIMHDCJ6A,98,0%,98,98,98,98,0,0,0,17640
BANK-W,412,0%,412,412,412,412,0,0,0,1062481
BBCABQCV5A,5,0%,5,5,5,4,24,10958,4810,200
JRPT,805,0%,805,820,820,805,145,2533,204761,10393129
PTBABQCM5A,,0%,,,,,0,0,0,0
MSJA,304,0%,304,304,306,300,2070,23226,703820,1788235
JSMRHDCH6A,116,0%,116,116,116,116,0,0,0,17400
MUTU-W,,0%,,,,,0,0,0,0
APII,176,0%,176,176,180,176,23,611,10770,189334
PACK-W,,0%,,,,,0,0,0,0
JARR,1665,0%,1665,1665,1665,1665,0,0,0,15369057
TOPS,1,0%,1,1,1,1,0,0,0,33330
XBIG,600,0%,600,600,600,600,0,0,0,120
UNIT,316,0%,316,316,316,316,0,0,0,23833
BBRIYUCF5A,,0%,,,,,0,0,0,0
BBLD,905,0%,905,905,970,905,41,1289,118904,1489445
ITMGZPCZ4A,,0%,,,,,0,0,0,0
PTDU,16,0%,16,16,16,16,0,0,0,24000
SPTO,670,0%,670,670,680,670,108,2205,148397,1809000
SIDODRCK6A,30,0%,30,30,30,30,1,100,300,9000
BBRIZPCF5A,,0%,,,,,0,0,0,0
BRPTBQCG5A,,0%,,,,,0,0,0,0
SMGRZPCZ4A,,0%,,,,,0,0,0,0
SMGRBQCZ4A,,0%,,,,,0,0,0,0
AMRTDRCH5A,,0%,,,,,0,0,0,0
ALDO,500,0%,500,500,500,494,22,383,19119,1350357
IGAR,525,0%,525,515,525,510,17,283,14610,510407
MEDCBQCM5A,,0%,,,,,0,0,0,0
GMTD,2260,0%,2260,2260,2260,2260,2,2,452,2294759
MYRXP,,0%,,,,,0,0,0,0
PGASZPCZ4A,,0%,,,,,0,0,0,0
SMGRBQCZ5A,38,0%,38,38,38,38,0,0,0,1140
INCOBQCQ5A,99,0%,99,99,99,99,0,0,0,8910
BBCADRCX6A,3700,0%,3700,3700,3700,3700,0,0,0,22200
KLBFDRCN5A,,0%,,,,,0,0,0,0
INDFZPCZ4A,,0%,,,,,0,0,0,0
XBNI,1000,0%,1000,1000,1000,1000,0,0,0,2400
ANTMBQCG5A,,0%,,,,,0,0,0,0
SHID,915,0%,915,915,915,905,13,47,4267,1024183
SHIP,4500,0%,4500,4520,4710,4330,137,426,194334,12239055
ASIIZPCF5A,,0%,,,,,0,0,0,0
XSPI,812,0%,812,812,812,812,0,0,0,16889600
ASIIDRCQ5B,9,0%,9,9,9,9,0,0,0,1350
ASIIDRCQ5A,10,0%,10,10,10,10,0,0,0,1500
PGASBQCZ5A,64,0%,64,64,64,64,0,0,0,5760
KIAS,21,0%,21,21,21,21,0,0,0,313511
IOTF,102,0%,102,104,116,101,16856,3681420,40303406,539610
MDKAZPCF5A,,0%,,,,,0,0,0,0
RIMO,50,0%,50,50,50,50,0,0,0,2254030
SMGRHDCG5A,,0%,,,,,0,0,0,0
PGASBQCZ4A,,0%,,,,,0,0,0,0
BRPTDRCN5A,,0%,,,,,0,0,0,0
ADRODRCH5A,,0%,,,,,0,0,0,0
TLKMYUCQ5A,165,0%,165,165,165,165,0,0,0,33000
CPINZPCZ4A,,0%,,,,,0,0,0,0
VICI,615,0%,615,615,620,610,77,6228,383192,4125420
PTBAZPCZ4A,,0%,,,,,0,0,0,0
AYAM,171,0%,171,171,172,168,1772,1037791,17753511,684000
NEST,262,0%,262,262,280,256,1869,111894,2946830,1077475
BKDP,42,0%,42,42,42,42,40,23714,99599,315588
PTMR,374,0%,374,374,374,374,0,0,0,713218
HEALHDCH6A,152,0%,152,152,152,152,0,0,0,27360
MAPAZPCH6A,41,0%,41,41,41,41,0,0,0,8200
BUKAZPCZ4A,,0%,,,,,0,0,0,0
HDFA,125,0%,125,128,129,122,68,1031,12904,817806
LPPS,85,0%,85,85,91,82,1258,153983,1324488,220001
BBNIZPCF5A,,0%,,,,,0,0,0,0
KLBFZPCF6A,32,0%,32,32,32,32,0,0,0,6400
MEDCDRCQ5A,32,0%,32,32,32,32,0,0,0,9600
BSWD,1410,0%,1410,1410,1410,1410,1,2,282,5149289
INKPBQCM5A,,0%,,,,,0,0,0,0
MDKADRCQ5A,24,0%,24,24,24,24,0,0,0,7200
OMED,187,0%,187,187,190,184,91,2553,47756,5060005
BMRIDRCJ5A,,0%,,,,,0,0,0,0
SUGI,50,0%,50,50,50,50,0,0,0,1240577
MEDCZPCZ4A,,0%,,,,,0,0,0,0
ACESDRCQ5A,1,0%,1,1,1,1,0,0,0,500
XBSK,449,0%,449,449,449,449,1,400,17960,801106
TLKMZPCX4A,,0%,,,,,0,0,0,0
TOYS,8,0%,8,8,8,8,0,0,0,11480
MBTO,126,0%,126,126,130,126,89,2790,35443,134820
PGUN,3850,0%,3850,3850,3850,3850,0,0,0,22090718
PGASBQCM5A,,0%,,,,,0,0,0,0
AKRAZPCF5A,,0%,,,,,0,0,0,0
ISATDRCX5A,41,0%,41,41,41,41,0,0,0,16400
PLAS,50,0%,50,50,50,50,0,0,0,59210
CARE,300,0%,300,300,300,292,1694,201439,5948314,9975000
RAFI,15,0%,15,15,15,15,0,0,0,46922
ALMI,74,0%,74,74,74,74,0,0,0,282384
INCODRCK6A,83,0%,83,83,83,83,0,0,0,8300
ISAP-W,16,0%,16,16,17,14,1396,760753,1156111,11998
PTPP,404,0%,404,414,414,400,3505,287170,11674655,2504759
SAGE-W,,0%,,,,,0,0,0,0
GEMS,9200,0%,9200,9225,9250,9150,334,1825,1676623,54117648
BMRIBQCM5A,,0%,,,,,0,0,0,0
BBTNZPCG6A,57,0%,57,57,57,57,0,0,0,11400
PTPW,950,0%,950,945,955,945,65,342,32479,834278
CASA,1130,0%,1130,1130,1140,1120,968,42598,4800227,61558185
PNLFYUCV5A,10,0%,10,10,10,10,1,1,1,2500
ISATZPCF6A,47,0%,47,47,47,47,0,0,0,9400
LSIPHDCJ6A,52,0%,52,52,52,52,0,0,0,8320
SICO-W,,0%,,,,,0,0,0,0
AMMS-W,,0%,,,,,0,0,0,0
GOTODRCQ5A,2,0%,2,2,2,2,0,0,0,4000
BBRIDRCQ5A,7,0%,7,7,7,7,0,0,0,700
ISATDRCG6A,56,0%,56,56,56,56,0,0,0,11200
BOSS,50,0%,50,50,50,50,0,0,0,70000
MORA,440,0%,440,440,460,432,84,777,34161,10404534
ADROZPCX4A,,0%,,,,,0,0,0,0
AMRTDRCQ5A,3,0%,3,3,3,3,0,0,0,600
ANTMDRCN5A,,0%,,,,,0,0,0,0
VINS,126,0%,126,126,133,124,112,3157,40752,184032
INDFBQCV5A,44,0%,44,44,44,44,0,0,0,1320
LUCK,83,0%,83,84,85,82,260,22210,185761,59407
ICBPZPCF5A,,0%,,,,,0,0,0,0
ETWA,70,0%,70,70,70,70,0,0,0,326807
BTPSHDCJ6A,74,0%,74,74,74,74,0,0,0,11100
EXCLHDCQ5A,153,0%,153,153,153,153,0,0,0,23256
ADROYUCF5A,,0%,,,,,0,0,0,0
IPAC,150,0%,150,152,152,138,34,424,6211,142480
TLKMHDCQ5A,110,0%,110,110,110,110,0,0,0,22000
NANO-W,,0%,,,,,0,0,0,0
BBCADRPQ5A,20,0%,20,20,20,20,0,0,0,1200
KING,204,0%,204,202,210,200,502,34607,707412,530580
UNTRHDCQ5A,21,0%,21,21,21,21,0,0,0,2100
INDFDRCH5A,,0%,,,,,0,0,0,0
MKNT,1,0%,1,1,1,1,0,0,0,5500
FREN-W2,,0%,,,,,0,0,0,0
SUPR,43850,0%,43850,43850,43850,43850,0,0,0,49882870
BUKABQCM5A,,0%,,,,,0,0,0,0
TGRA,27,0%,27,27,27,27,0,0,0,74250
MEDCBQCV5A,48,0%,48,45,48,45,6,1734,8191,1920
GAMA,18,0%,18,18,18,18,0,0,0,180198
ASIIHDCZ5A,166,0%,166,166,166,166,0,0,0,19920
TCID,2470,0%,2470,2470,2500,2450,11,77,19122,993269
KRAH,,0%,,,,,0,0,0,0
ADMRDRCJ6A,34,0%,34,35,37,34,25,28014,102678,13600
ICBPDRCX6A,3940,0%,3940,3940,3940,3940,0,0,0,19700
ALTO,18,0%,18,18,18,18,0,0,0,39454
ADROZPCG5A,,0%,,,,,0,0,0,0
PLIN,2510,0%,2510,2510,2510,2510,0,0,0,8910500
CNTB,250,0%,250,250,250,250,0,0,0,32500
AKRAHDCH6A,63,0%,63,63,63,63,0,0,0,12600
ITMGBQCG5A,,0%,,,,,0,0,0,0
MDKADRCJ5A,,0%,,,,,0,0,0,0
BUKABQCZ5B,21,0%,21,20,21,20,2,176,361,8820
ARTOZPCX5A,58,0%,58,58,58,58,0,0,0,11600
PPRO,21,0%,21,21,21,21,0,0,0,1295189
SMCB,775,0%,775,775,775,775,0,0,0,6990021
ARTOZPCG5A,,0%,,,,,0,0,0,0
JPFABQCZ5A,71,0%,71,71,71,71,0,0,0,5680
CNTX,142,0%,142,142,142,142,0,0,0,9940
BBRIBQCQ5A,1,0%,1,1,1,1,0,0,0,100
ADROBQCM5A,,0%,,,,,0,0,0,0
ASIIHDCG5A,,0%,,,,,0,0,0,0
SMDM,830,0%,830,830,845,820,84,454,37510,3960875
MTDL,600,0%,600,600,605,590,467,79961,4813439,7366131
JSKY,52,0%,52,52,52,52,0,0,0,105692
SQMI,43,0%,43,43,43,43,0,0,0,668116
VISI,142,0%,142,143,148,141,727,87227,1258402,436650
BTEL,50,0%,50,50,50,50,0,0,0,1841133
PGEOBQCM5A,,0%,,,,,0,0,0,0
TGUK,137,0%,137,137,137,137,0,0,0,489289
BKSW,68,0%,68,68,69,66,1237,79685,541504,2366840
DEAL,6,0%,6,6,6,6,0,0,0,6877
FOOD,118,0%,118,118,118,118,18,655,7729,76700
CSAP,292,0%,292,294,294,290,67,1558,45649,1659487
MGLV,1050,0%,1050,1050,1050,1050,0,0,0,2000128
ADROBQCZ4A,,0%,,,,,0,0,0,0
KLBFDRCH5A,,0%,,,,,0,0,0,0
ADROHDCQ5A,1,0%,1,1,1,1,0,0,0,120
CMRYDRCK6A,83,0%,83,83,83,83,0,0,0,8300
DILD,138,0%,138,138,139,137,543,72716,1001904,1430488
ACESDRCJ5A,,0%,,,,,0,0,0,0
HDTX,,0%,,,,,0,0,0,0
BBNIYUCF5A,,0%,,,,,0,0,0,0
OMRE,426,0%,426,426,426,426,0,0,0,1254660
MKTR,136,0%,136,136,138,127,2605,224666,2982635,1639127
UDNG-W,,0%,,,,,0,0,0,0
ICBPHDCJ6A,53,0%,53,53,53,53,0,0,0,10600
RATU,5975,0%,5975,6025,6200,5950,2792,37015,22423348,16222446
R-ABFII,28600,0%,28600,28600,28600,28600,0,0,0,3585156
ASIIBQCG5A,,0%,,,,,0,0,0,0
BINO-W,,0%,,,,,0,0,0,0
BBCADRCQ5A,7,0%,7,7,7,7,0,0,0,700
FORU,1170,0%,1170,1170,1240,1165,218,3192,382919,544312
ASIIDRCH5A,,0%,,,,,0,0,0,0
FORZ,,0%,,,,,0,0,0,0
TLKMHDCF5A,,0%,,,,,0,0,0,0
ITMGDRCH5A,,0%,,,,,0,0,0,0
BCIC,170,0%,170,170,170,170,0,0,0,3047432
ACESHDCZ5A,37,0%,37,37,37,37,0,0,0,9250
ADMR,1025,0%,1025,1030,1065,1015,7280,605745,63009647,41904390
SMKM,155,0%,155,155,155,155,0,0,0,194215
SMGRZPCJ6A,57,0%,57,57,57,57,0,0,0,11400
INCODRPV5A,29,0%,29,29,29,29,0,0,0,2900
ADRODRCN5A,,0%,,,,,0,0,0,0
UNVRDRCQ5A,3,0%,3,3,3,3,0,0,0,750
MAPADRCJ6A,17,0%,17,17,17,17,0,0,0,8500
BBRIBQCU5A,11,0%,11,10,11,10,2,6000,6300,330
BMRIZPCX5A,32,0%,32,32,32,32,0,0,0,6400
VRNA,91,0%,91,93,94,91,230,14361,132483,517549
AMAG,370,0%,370,370,370,368,43,711,26200,1850574
LMAS,50,0%,50,50,50,50,0,0,0,39393
LMAX,81,0%,81,82,83,73,491,117805,903510,52651
TLKMZPCZ4A,,0%,,,,,0,0,0,0
XCID,68,0%,68,68,90,68,2169,287762,2270623,272000
BBCAYUCQ5A,32,0%,32,32,32,32,0,0,0,3200
MGRO,715,0%,715,715,720,700,719,45220,3209330,2541429
UNTRZPCX4A,,0%,,,,,0,0,0,0
IPPE,14,0%,14,14,14,14,0,0,0,64400
CSIS,119,0%,119,118,120,115,138,25616,300599,155533
PDES,478,0%,478,478,478,478,1,3,143,341770
MAPABQCZ5A,20,0%,20,19,20,19,2,8800,17160,3600
PGASZPCJ6A,48,0%,48,48,48,48,0,0,0,9600
MTELDRCK6A,22,0%,22,22,22,22,0,0,0,8800
BPFI,338,0%,338,338,360,336,93,1598,55231,903810
EXCLHDCJ6A,47,0%,47,47,47,47,0,0,0,11750
BMRIBQCG5A,,0%,,,,,0,0,0,0
ACESDRCN5A,,0%,,,,,0,0,0,0
INCOHDCQ5A,36,0%,36,36,36,36,0,0,0,6480
AKRAHDCQ5A,18,0%,18,18,18,18,0,0,0,4500
BBCAZPCF5A,,0%,,,,,0,0,0,0
AKRADRCQ5A,4,0%,4,4,4,4,0,0,0,1200
BBRIYUCV5A,115,0%,115,115,115,115,1,1,12,11500
MBMADRCQ5A,1,0%,1,1,1,1,0,0,0,300
BBCAZPCF6A,29,0%,29,29,29,29,0,0,0,5800
BRPTHDCF5A,,0%,,,,,0,0,0,0
XPFT,554,0%,554,554,554,554,0,0,0,336333
AMFG,3330,0%,3330,3330,3330,3300,26,75,24910,1445220
ITMGZPCJ6A,69,0%,69,69,69,69,0,0,0,13800
CBRE-W,,0%,,,,,0,0,0,0
ARTODRCK6A,82,0%,82,82,82,82,0,0,0,8200
HMSP,535,0%,535,535,545,525,850,57344,3059477,62230171
GOTODRCN5A,,0%,,,,,0,0,0,0
SMSM,1945,0%,1945,1940,1950,1930,596,5189,1007811,11200624
CBMF,50,0%,50,50,50,50,0,0,0,93750
CPINDRCG6A,56,0%,56,56,56,56,0,0,0,5600
MTRA,244,0%,244,244,244,244,0,0,0,187880
UNVRHDPG6A,105,0%,105,105,105,105,0,0,0,12600
XPIN,646,0%,646,649,649,646,2,56,3622,2972
MDKABQCM5A,,0%,,,,,0,0,0,0
KARW,640,0%,640,670,670,640,127,2163,140131,375778
ADROBQCU5A,2,0%,2,3,4,1,63,61406,18481,100
SMRU,50,0%,50,50,50,50,0,0,0,624969
AKRAZPCG5A,,0%,,,,,0,0,0,0
AMRTBQCU5A,2,0%,2,2,2,1,20,7485,1404,240
RSCH,370,0%,370,370,374,366,519,73699,2721962,980500
ICBPBQCM5A,,0%,,,,,0,0,0,0
SCMAZPCG6A,179,0%,179,179,179,179,0,0,0,35800
SIMA,50,0%,50,50,50,50,0,0,0,22129
PTBADRCG6A,27,0%,27,27,27,27,0,0,0,5400
HILL,208,0%,208,208,208,204,2468,1139645,23700128,3066232
MTSM,500,0%,500,500,500,500,0,0,0,116424
TLKMBQCM5A,,0%,,,,,0,0,0,0
UNVRBQCQ5A,2,0%,2,2,2,2,0,0,0,180
ASIIZPCX4A,,0%,,,,,0,0,0,0
BRPTBQCJ5A,,0%,,,,,0,0,0,0
WICO,123,0%,123,123,123,123,0,0,0,294426
YOII,96,0%,96,96,97,94,119,27718,263795,328770
IRSX-W,,0%,,,,,0,0,0,0
MPMX,960,0%,960,960,960,955,897,17891,1712442,4211485
GJTL,1030,0%,1030,1035,1045,1020,601,39184,4030106,3589344
RSGK,980,0%,980,980,980,980,0,0,0,911082
INDO-W,,0%,,,,,0,0,0,0
KAYU,18,0%,18,18,18,18,0,0,0,11970
MLIA,360,0%,360,362,362,356,491,37216,1336720,2381400
BBCADRCH5A,,0%,,,,,0,0,0,0
BBRIBQCZ4A,,0%,,,,,0,0,0,0
MYORDRCK6A,66,0%,66,66,66,66,0,0,0,6600
BYAN,18150,0%,18150,18150,18225,18050,29,100,181605,605000030
PURE,51,0%,51,51,51,51,0,0,0,70134
BMRIHDCQ5A,2,0%,2,2,2,2,0,0,0,360
LIFE,17100,0%,17100,17100,17100,17100,0,0,0,35910000
BBNIBQCV5A,63,0%,63,63,63,63,0,0,0,1890
GOTOBQCZ5A,3,0%,3,2,3,2,12,7835,1851,840
MBMADRPX5A,21,0%,21,20,21,20,2,51,107,4200
EMTKBQCZ5A,376,0%,376,376,376,376,0,0,0,30080
MPRO,4500,0%,4500,4510,4630,4410,56,443,198919,44741250
DEWI,110,0%,110,110,111,108,5755,451737,4939898,220000
MDKADRCN5A,,0%,,,,,0,0,0,0
AMOR,478,0%,478,478,478,476,45,821,39183,1062222
BBRIBQCM5A,,0%,,,,,0,0,0,0
TLKMBQCQ5A,61,0%,61,61,61,61,0,0,0,6100
GOTOBQCM5A,,0%,,,,,0,0,0,0
MDKAZPCZ4A,,0%,,,,,0,0,0,0
AMMNHDCH6A,107,0%,107,107,107,107,0,0,0,32100
INCOZPCG5A,,0%,,,,,0,0,0,0
PWONZPCH6A,33,0%,33,33,33,33,0,0,0,6600
SEMA,102,0%,102,102,102,98,454,34493,346560,137420
AMRTDRCN5A,,0%,,,,,0,0,0,0
XPTD,465,0%,465,465,465,465,0,0,0,17577
ROCK,625,0%,625,625,625,625,1,1,63,896991
CPINZPCF5A,,0%,,,,,0,0,0,0
GOTOM,68,0%,68,68,68,68,0,0,0,3438878
JKSW,,0%,,,,,0,0,0,0
KLBFDRCQ5A,14,0%,14,14,14,14,0,0,0,1400
RODA,46,0%,46,46,46,46,16,2778,12779,625238
PGEODRCN5A,,0%,,,,,0,0,0,0
HITS,116,0%,116,116,116,116,0,0,0,823726
XPSG,382,0%,382,382,382,382,0,0,0,993
MDKABQCZ4A,,0%,,,,,0,0,0,0
WMPP,12,0%,12,12,12,12,0,0,0,353028
WIKA,204,0%,204,204,204,204,0,0,0,8134105
INCODRCH5A,,0%,,,,,0,0,0,0
INDFDRCX6A,4170,0%,4170,4170,4170,4170,0,0,0,37530
PWONHDCZ5A,101,0%,101,101,101,101,0,0,0,15150
BUAH,1435,0%,1435,1435,1460,1405,253,1447,208014,1435000
KLBFHDCQ5A,3,0%,3,3,3,3,0,0,0,450
SAFE,186,0%,186,185,190,185,127,2158,40380,114417
DATA,4560,0%,4560,4560,4560,4560,0,0,0,6270000
LMSH,256,0%,256,256,256,256,0,0,0,24576
AKRABQCX5B,48,0%,48,48,48,48,0,0,0,5280
UNVRZPCH6A,50,0%,50,50,50,50,0,0,0,10000
WMUU,17,0%,17,18,18,17,1356,1206894,2107254,220000
SRIL,146,0%,146,146,146,146,0,0,0,2986018
BHIT,37,0%,37,36,37,36,315,185983,679546,3184522
SMRADRCJ6A,34,0%,34,34,34,34,1,31,105,17000
RBMS,34,0%,34,34,34,34,61,12643,42986,90311
BUDI,220,0%,220,218,222,218,41,192,4207,989779
UCID,460,0%,460,460,462,454,381,56256,2575665,1912023
AKRADRCJ5A,,0%,,,,,0,0,0,0
GOTOZPCZ4A,,0%,,,,,0,0,0,0
WINE,214,0%,214,214,218,212,78,4332,93009,579940
FPNI,192,0%,192,196,196,192,89,6702,129134,1068751
WINR,30,0%,30,29,30,29,612,262317,770008,157059
GOLD,258,0%,258,266,266,258,26,113,2925,329537
BLUE,318,0%,318,320,320,316,48,622,19806,132924
PMMP,50,0%,50,50,50,50,0,0,0,129415
MEDCBQCX5B,34,0%,34,34,34,34,0,0,0,3740
GOLL,50,0%,50,50,50,50,0,0,0,183250
TDPM,119,0%,119,119,119,119,0,0,0,1247721
BLTZ,1800,0%,1800,1800,1800,1800,0,0,0,1573087
LABA,358,0%,358,358,358,358,0,0,0,395018
ASIIBQCU5A,42,0%,42,42,42,42,0,0,0,1680
COWL,50,0%,50,50,50,50,0,0,0,243561
TLKMBQCV5A,86,0%,86,86,86,86,0,0,0,3440
CTBN,5125,0%,5125,5125,5125,5125,0,0,0,4101904
WEHA,117,0%,117,118,119,115,137,11648,136430,170885
ERAABQCZ5A,23,0%,23,24,24,23,3,429,997,1840
UNVRDRCN5A,,0%,,,,,0,0,0,0
PTBADRCN5A,,0%,,,,,0,0,0,0
JSMRDRCK6A,67,0%,67,67,67,67,0,0,0,10050
UNTRYUCF5A,,0%,,,,,0,0,0,0
BMRIDRCQ5A,1,0%,1,1,1,1,0,0,0,100
DWGL,230,0%,230,224,230,224,44,897,20311,2128149
JTPE,326,0%,326,326,326,324,311,49129,1597203,2233768
ASIIDRCX5A,116,0%,116,116,116,116,0,0,0,23200
SMGRDRCN5A,,0%,,,,,0,0,0,0
MPIX-W,14,0%,14,13,15,12,238,225015,305455,2187
KSIX,234,0%,234,238,238,230,62,1913,44597,500253
ASIIDRCX6A,3670,0%,3670,3670,3670,3670,0,0,0,44040
AMMNDRCJ6A,67,0%,67,67,67,67,0,0,0,13400
BBNIDRCX6A,2570,0%,2570,2570,2570,2570,0,0,0,30840
LIVE,166,0%,166,166,167,165,253,45476,754081,762439
MYRX,,0%,,,,,0,0,0,0
SRSN,68,0%,68,69,79,66,5659,1749868,12674071,409360
KLBFDRCG6A,19,0%,19,20,20,19,4,2086,3964,5700
KOCI,65,0%,65,66,70,63,1690,410067,2715512,287014
RONY,2990,0%,2990,2990,2990,2990,0,0,0,3737500
INCOZPCF5A,,0%,,,,,0,0,0,0
SMGRZPCG5A,,0%,,,,,0,0,0,0
FLMC,195,0%,195,195,195,195,0,0,0,152344
MEDCDRCJ5A,,0%,,,,,0,0,0,0
WINR-W,,0%,,,,,0,0,0,0
KLBFBQCM5A,,0%,,,,,0,0,0,0
BBCAHDCQ5A,2,0%,2,2,2,2,0,0,0,240
BRPTZPCF5A,,0%,,,,,0,0,0,0
AKRADRCN5A,,0%,,,,,0,0,0,0
ANTMDRCH5A,,0%,,,,,0,0,0,0
CMRYZPCJ6A,42,0%,42,42,42,42,0,0,0,8400
INKPZPCX4A,,0%,,,,,0,0,0,0
MYTX,36,0%,36,36,36,36,0,0,0,278902
BBRIDRCJ5A,,0%,,,,,0,0,0,0
BRMSHDCZ5A,187,0%,187,187,187,187,0,0,0,33660
XDIF,448,0%,448,448,448,448,0,0,0,61555
BBRIZPCH6A,95,0%,95,95,95,95,1,8,76,19000
BBNIBQCM5A,,0%,,,,,0,0,0,0
SMGRHDCZ5A,105,0%,105,105,105,105,0,0,0,12600
KBLI,378,0%,378,378,378,374,26,471,17709,1514735
BBCAHDCQ7A,61,0%,61,61,61,61,1,100,610,6100
ROTI,800,0%,800,800,800,795,60,2143,171029,4949191
PTBADRCJ5A,,0%,,,,,0,0,0,0
ELSAZPCG6A,35,0%,35,35,35,35,0,0,0,7000
PGASZPCX4A,,0%,,,,,0,0,0,0
BRPTBQCV5A,304,0%,304,304,304,304,0,0,0,30400
TAPGHDCH6A,177,0%,177,177,177,177,0,0,0,26550
ARMY,50,0%,50,50,50,50,0,0,0,450313
PRAS,,0%,,,,,0,0,0,0
BBRIBQCG5A,,0%,,,,,0,0,0,0
PRAY,695,0%,695,700,700,675,20,134,9238,9701798
YPAS,354,0%,354,354,354,354,0,0,0,236472
BMRIZPCF5A,,0%,,,,,0,0,0,0
SMGRDRCJ5A,,0%,,,,,0,0,0,0
ACESBQCM5A,,0%,,,,,0,0,0,0
SWAT,16,0%,16,16,16,16,0,0,0,48307
