Code,Last,Change,Prev,Open,High,Low,Freq,Vol,Val(K),Cap(M)
AKRAZPCJ6A,40,-2.44%,41,40,40,40,2,1890,7560,8000
PNLFZPCH6A,32,-3.03%,33,32,32,32,3,114,365,6400
KIOS,76,-1.30%,77,77,78,75,616,75080,574057,81766
NCKLZPCM6A,23,-4.17%,24,23,24,23,5,939,2160,11500
DIGI,34,-2.86%,35,33,34,33,72,13618,45351,55250
INDYHDCN6A,50,-1.96%,51,50,50,50,1,1,5,11500
PWONDRCN6A,25,-3.85%,26,26,26,25,2,6,16,3750
ELIT,182,-0.55%,183,183,184,181,558,45792,834776,369759
BTEK,15,-6.25%,16,15,15,15,1634,499149,748724,694162
BKSL,121,-0.82%,122,122,123,120,2590,1067726,12955319,20292777
MTFN,16,-5.88%,17,16,16,16,911,353305,565288,509473
VIVA,28,-3.45%,29,29,29,28,298,123587,348668,461000
ICBPHDCJ6A,17,-5.56%,18,19,21,16,26,10803,19184,3400
PYFA-W,122,-0.81%,123,124,125,120,42,1079,13077,21758
BFINHDCM6A,30,-3.23%,31,30,30,30,1,24,72,7800
VERN,118,-0.84%,119,119,121,116,172,5552,65960,562346
BGTG,115,-0.86%,116,116,117,115,413,106189,1231710,2729098
XCID,57,-1.72%,58,57,57,56,36,1035,5827,228000
XCIS,80,-1.23%,81,81,81,73,10,200,1619,84000
MAPABQCZ5A,18,-5.26%,19,17,19,17,17,7632,13653,3240
KAQI,67,-1.47%,68,68,69,67,465,59299,403183,139079
GOTOZPCH6A,26,-3.70%,27,26,26,26,1,8,21,5200
BBCAZPCF6A,18,-5.26%,19,19,19,17,47,27778,48921,3600
DIVA,191,-0.52%,192,192,196,188,196,8427,160297,272857
INDYZPCN6A,34,-2.86%,35,34,34,34,1,33,112,17000
CPINZPCJ6A,37,-2.63%,38,37,37,37,1,5,19,7400
YOII,98,-1.01%,99,98,100,97,224,27691,272991,335619
PURA,27,-3.57%,28,27,27,27,152,43994,118784,170152
AMRTHDCJ6A,7,-12.50%,8,8,8,6,429,359524,253330,1400
HADE,23,-4.17%,24,24,24,23,127,8405,19692,48760
BUKADRCK6A,15,-6.25%,16,15,15,14,7,4145,5825,7500
BPTR,93,-1.06%,94,94,94,92,69,1315,12263,328662
NCKLYUCZ5A,78,-1.27%,79,78,78,78,1,698,5444,15600
BHIT,33,-2.94%,34,34,34,33,227,142098,475120,2840249
HRME,37,-2.63%,38,38,38,37,37,790,2925,220474
GOTOBQCQ6A,9,-10%,10,10,11,9,24,12488,12195,5040
LABS,142,-0.70%,143,143,143,140,405,11436,161218,560900
BRPTZPCN6A,96,-1.03%,97,98,98,96,12,591,5746,48000
ARTOHDCN6A,50,-1.96%,51,50,50,50,1,1,5,11000
ACRO-W,7,-12.50%,8,8,8,7,133,122021,86096,1618
SRTGZPCK6A,25,-3.85%,26,27,27,25,8,1808,4571,17500
SMGRBQCX5B,7,-12.50%,8,5,7,5,26,26082,14049,560
AMRTBQCH6A,15,-6.25%,16,16,16,15,7,5666,8532,3000
GOTODRCG6A,8,-11.11%,9,9,9,7,96,55639,44602,8000
PNLFHDCZ5A,28,-3.45%,29,29,29,27,18,26,73,7000
MUTU,114,-0.87%,115,116,117,113,387,39717,457602,358296
KKES,29,-3.33%,30,30,30,29,42,4294,12694,43500
BMHS,152,-0.65%,153,152,154,151,446,29471,447453,1307719
AVIAZPCJ6A,19,-5%,20,19,19,19,1,15,29,3800
PAMG,68,-1.45%,69,68,69,67,453,29688,202171,212500
CPRO,68,-1.45%,69,70,72,67,13078,6497044,45080110,4050922
BAIK-W,8,-11.11%,9,8,9,8,61,33147,26901,1800
ERTX,173,-0.57%,174,173,177,173,100,2318,40215,222571
HRUMDRCN6A,30,-3.23%,31,31,31,30,18,1070,3267,3000
DKHH,91,-1.09%,92,91,92,90,644,59290,540675,232051
XIIT,549,-0.18%,550,550,554,545,10,84,4596,2244147
WSBP,21,-4.55%,22,22,22,21,670,579864,1253456,1192390
MEDS,62,-1.59%,63,63,63,60,489,54862,339165,96875
SBMA,129,-0.77%,130,130,130,129,134,7957,102800,119960
XILV,122,-0.81%,123,150,150,105,22,351,4724,2403
ABBA,57,-1.72%,58,57,57,57,89,7008,39946,224346
BRISZPCG6A,26,-3.70%,27,26,26,26,1,1000,2600,5200
BIPP,45,-2.17%,46,46,46,45,70,4258,19330,226290
BEKS,27,-3.57%,28,28,28,27,516,412368,1123660,1386497
SOLA,129,-0.77%,130,132,132,128,689,34659,448560,423701
VTNY,94,-1.05%,95,95,96,93,1259,155565,1471850,588928
ARTOBQCZ5A,9,-10%,10,10,10,9,106,8587,8184,360
TOWRDRCN6A,16,-5.88%,17,17,17,16,4,4683,7961,3200
TOWRHDCK6A,21,-4.55%,22,22,22,21,6,119,261,5250
TARA,27,-3.57%,28,28,28,26,169,42390,110522,271880
GGRMZPCG6A,175,-0.57%,176,176,178,170,178,13784,239212,35000
BBRIDRCX5A,66,-1.49%,67,60,66,60,8,60075,390481,6600
TRUE,110,-0.90%,111,111,111,109,460,125631,1387062,832822
ASPR,99,-1%,100,100,101,99,318,33809,336973,268488
BAIK,102,-0.97%,103,103,103,100,1257,81099,824414,114750
FIRE,90,-1.10%,91,91,92,89,1786,180602,1627768,132783
TAYS,79,-1.25%,80,80,80,78,534,42380,333166,86815
BAPI,23,-4.17%,24,23,24,23,281,92991,217448,128616
PGEOHDCH6A,21,-4.55%,22,22,22,21,2,2,4,3780
OBAT-W,86,-1.15%,87,87,87,84,75,1868,15831,6622
MYORZPCH6A,27,-3.57%,28,27,27,27,2,266,718,5400
OPMS,105,-0.94%,106,106,108,104,646,59987,632235,105000
AKRAZPCM6A,36,-2.70%,37,35,36,35,5,24,85,18000
RUNS,98,-1.01%,99,99,99,95,85,8204,79220,96389
IBFN,51,-1.92%,52,51,51,47,50,10757,54762,77384
ESTI,140,-0.71%,141,140,140,140,122,10910,152740,282129
MEDCDRCG6A,28,-3.45%,29,28,28,28,2,864,2419,8400
DPUM,75,-2.60%,77,75,79,71,3531,449010,3318247,313125
NCKLDRCK6A,34,-5.56%,36,34,34,34,1,1102,3747,10200
BRPTHDPG6A,48,-4%,50,47,49,47,6,1287,6070,5760
BBNIDRCZ5A,42,-4.55%,44,42,42,42,2,76,319,8400
AMRTBQCJ6A,34,-5.56%,36,34,34,34,1,5,17,5780
LPIN,458,-0.43%,460,462,462,454,80,605,27648,194650
PGLI,390,-0.51%,392,392,392,370,285,14426,542365,190320
REAL,68,-2.86%,70,70,71,67,5600,1302681,8910582,451085
BBKP,72,-2.70%,74,74,75,72,3977,2209011,16059593,13379032
NAIK,122,-1.61%,124,124,127,122,1593,119051,1474820,405930
ACESBQCK6A,15,-11.76%,17,16,16,15,9,12,19,3600
NETV,106,-1.85%,108,108,108,104,243,29253,311496,4384215
EMTKBQCH6A,24,-7.69%,26,24,26,24,5,2277,5465,3360
EMTKHDCK6A,64,-3.03%,66,67,67,64,9,1592,10359,12800
CAMP,214,-0.93%,216,218,218,214,205,8310,178449,1259390
BRPTBQCK6A,92,-2.13%,94,92,92,92,2,15760,144992,5520
PPGL,132,-1.49%,134,137,147,130,603,96358,1303396,101795
LSIPHDCJ6A,43,-4.44%,45,43,43,43,1,17,73,6880
PTSN,378,-0.53%,380,382,384,374,158,7033,267973,2008822
IPAC,218,-0.91%,220,214,238,210,170,3142,70457,207071
EMTKZPCH6A,147,-1.34%,149,151,151,147,6,255,3749,29400
IPCM,324,-0.61%,326,326,326,324,293,30933,1005103,1712279
FOLK,306,-0.65%,308,308,312,302,408,12210,373228,1208131
SMGA,106,-1.85%,108,108,108,105,1663,260980,2778559,927500
VRNA,84,-2.33%,86,86,87,84,78,13754,117875,477738
UNVRHDPG6A,14,-12.50%,16,16,16,14,10,7446,11120,1680
ACESHDCN6A,54,-3.57%,56,55,55,54,2,173,945,11880
DEPO,260,-0.76%,262,260,268,256,150,3428,88871,1765400
HILL,155,-1.27%,157,159,160,153,619,22505,353883,2284933
MLIA,338,-0.59%,340,340,340,336,187,34906,1179431,2235870
DEWA,408,-0.49%,410,410,428,404,39012,7692057,319531707,16600473
SEMA,100,-1.96%,102,102,103,99,153,9250,93039,134726
PTROZPCK6A,270,-0.74%,272,276,276,268,49,121817,3319142,189000
JGLE,18,-10%,20,18,19,18,776,964999,1771533,406474
TYRE,125,-1.57%,127,128,129,124,106,10422,130104,435073
SMRADRCJ6A,16,-11.11%,18,16,16,16,5,3659,5854,8000
PTBAHDCM6A,51,-3.77%,53,51,51,51,1,100,510,8160
MHKI,236,-0.84%,238,238,240,232,2060,117264,2751246,885000
BLTA,31,-6.06%,33,32,32,31,180,48979,152332,804146
WIRG,113,-1.74%,115,115,115,112,5034,1118878,12675493,1349064
KSIX,378,-0.53%,380,380,390,368,222,11323,431068,808100
AADIDRCN6A,109,-1.80%,111,114,115,108,29,25258,282643,10900
MDIA,32,-5.88%,34,32,32,31,121,64302,203959,1254897
BBNIDRPZ5A,30,-6.25%,32,32,32,30,7,2488,7565,3000
BBRIZPCH6A,70,-2.78%,72,69,72,69,4,2785,20050,14000
BDKR,174,-1.14%,176,176,181,172,986,172469,3040398,822168
OBAT,426,-0.47%,428,428,432,424,337,9437,403325,259006
PEHA,324,-0.61%,326,326,326,322,33,1208,39078,272160
ERAA,420,-0.47%,422,422,428,420,2889,385216,16300754,6699000
VOKS,268,-0.74%,270,270,272,264,54,1723,46170,1113701
KOPI,310,-0.64%,312,312,312,306,257,5114,157755,216153
DOID,336,-0.59%,338,340,340,334,630,35662,1198217,2570738
MMIX,260,-0.76%,262,268,274,242,1625,125710,3261306,1248111
MINE,486,-0.41%,488,488,494,484,373,27114,1325895,1985036
MRAT,354,-0.56%,356,362,366,352,148,1712,60862,151512
MEJA,128,-1.54%,130,129,129,128,759,154379,1989062,246182
MIRA,27,-6.90%,29,28,28,27,484,232745,632520,106959
MDKABQCX5B,2,-50%,4,4,4,2,31,118406,35620,180
ASLI,192,-1.03%,194,196,196,191,639,139811,2686673,1200000
KPIG,143,-1.38%,145,145,145,143,2063,936347,13474501,13950669
BNBR,45,-4.26%,47,49,49,45,501,305508,1426242,7803757
BRPTBQCH6A,81,-2.41%,83,82,82,81,2,15760,128444,5670
SOTS,324,-0.61%,326,306,326,306,23,105,3369,324001
INTA,40,-4.76%,42,41,41,40,52,10160,40750,133757
IFII,234,-0.85%,236,236,238,230,157,8618,202148,2202408
MARI,29,-6.45%,31,31,31,29,297,271586,793883,152327
POLA,34,-5.56%,36,35,35,33,126,31165,104686,113937
PBRX,35,-5.41%,37,36,36,35,323,69214,247768,751871
PSSI,346,-0.57%,348,350,350,346,77,1701,59006,1874304
STRK,182,-1.62%,185,185,187,181,970,275988,5085390,1951374
MBMAZPCN6A,26,-10.34%,29,25,26,25,2,431,1117,13000
TOSK,74,-3.90%,77,77,77,74,2221,511058,3828258,323771
MAPAZPCH6A,41,-6.82%,44,38,41,38,5,154,599,8200
PANIHDCN6A,86,-3.37%,89,91,95,86,18,4727,42529,14620
NANO,53,-5.36%,56,56,56,53,937,307464,1648051,227128
UNSP,197,-1.50%,200,200,200,197,24,442,8801,492532
RAFI,36,-7.69%,39,39,39,36,309,399268,1465508,112613
ISATBQCJ6A,48,-5.88%,51,48,48,48,1,1000,4800,5280
ICON,45,-6.25%,48,48,48,45,46,2103,9493,49039
INKPDRCF6A,157,-1.88%,160,157,157,157,1,170,2669,15700
ADROHDCZ5A,43,-6.52%,46,43,43,43,2,500,2150,7740
EMDE,97,-3%,100,100,100,96,742,70474,685603,324950
AMMNHDCH6A,46,-6.12%,49,50,50,46,7,317,1510,13800
DSNGZPCM6A,41,-6.82%,44,41,41,41,1,121,496,20500
LSIPYUCZ5A,42,-6.67%,45,42,42,42,2,300,1260,8400
SRTGZPCG6A,52,-5.45%,55,52,52,52,1,34,177,10400
GOTO,62,-4.62%,65,64,65,61,22034,47726172,299088815,70715543
KOIN,69,-4.17%,72,65,72,65,35,5539,36865,67678
INCOZPCN6A,72,-4%,75,72,72,72,2,1010,7272,36000
OKAS,139,-2.11%,142,143,143,131,1329,115196,1589133,329909
MGNA-W,57,-5%,60,60,60,57,14,301,1770,19601
BRPTZPCK6A,87,-3.33%,90,90,90,87,11,2231,19813,60900
INCF,46,-6.12%,49,50,50,46,63,10046,48310,66165
BELL,73,-3.95%,76,76,77,70,5319,773118,5636286,529250
HOPE,131,-2.24%,134,134,140,130,7456,501521,6736914,279077
UVCR,115,-2.54%,118,118,118,110,2251,243360,2743231,230017
NCKLZPCJ6A,53,-5.36%,56,55,56,53,12,10917,60043,10600
BRPTDRCF6A,408,-0.97%,412,414,414,408,2,11,449,163200
NIKL,368,-1.08%,372,372,378,366,601,18786,696356,928593
INCOHDCJ6A,94,-4.08%,98,94,94,94,2,220,2068,14100
BRPTDRCJ6A,234,-1.68%,238,242,242,234,10,389,9199,70200
JAST,92,-4.17%,96,96,96,92,788,85739,808710,99597
BRMSZPCN6A,42,-8.70%,46,46,47,41,22,11613,49850,21000
PTPP,372,-1.06%,376,380,380,370,1158,81170,3037733,2306362
ADMRDRCJ6A,59,-6.35%,63,63,67,55,41,10226,62886,23600
AMMNZPCG6A,13,-23.53%,17,15,16,13,53,16893,23718,2600
ITMGZPCJ6A,59,-6.35%,63,58,60,58,9,744,4326,11800
PGEOHDPH6A,136,-2.86%,140,136,136,136,1,700,9520,16320
OASA,216,-1.82%,220,220,224,214,3387,479481,10409013,1371000
AMMNDRCJ6A,27,-12.90%,31,31,31,27,14,4884,13650,5400
KOCI,89,-4.30%,93,93,93,87,1680,199523,1784989,392989
SAPX,302,-1.31%,306,304,306,300,176,4461,134713,251667
ARII,272,-1.45%,276,276,276,268,80,1418,38395,933232
SATU,254,-1.55%,258,258,258,252,565,24658,622993,349250
OBMD,244,-1.61%,248,246,250,240,154,10005,244610,196662
PANIZPCJ6A,61,-6.15%,65,66,69,60,88,231784,1461903,18300
RAJAZPCK6A,108,-3.57%,112,115,115,108,50,2501,27595,75600
INDO,208,-1.89%,212,212,212,204,375,50355,1042479,931994
JMAS,147,-2.65%,151,151,151,147,198,8998,133010,147000
AADIYUCK6A,346,-1.14%,350,352,352,342,6,256,8908,34600
BRRC-W,18,-18.18%,22,23,24,17,891,811786,1628617,2623
BSDEDRCG6A,36,-10%,40,36,36,36,1,55,198,5400
PANIZPCN6A,111,-3.48%,115,119,121,110,28,13719,157342,55500
NICE,408,-0.97%,412,412,414,406,468,17627,721298,2481464
URBN,186,-2.11%,190,190,204,180,1211,60680,1136933,601175
GDYR,1110,-0.45%,1115,1115,1115,1110,9,114,12669,455100
PKPK,595,-0.83%,600,595,610,580,53,2302,135874,714000
PANIHDCJ6A,100,-4.76%,105,106,110,100,48,120524,1292068,10000
CENT,139,-3.47%,144,145,153,136,4024,454485,6423195,4334502
MBSS,1365,-0.36%,1370,1410,1430,1365,896,22093,3045893,2388786
JPFAZPCN6A,22,-18.52%,27,27,27,22,42,8892,21170,11000
ADMRHDCJ6A,93,-5.10%,98,98,103,93,8,1700,16861,18600
KEEN,1045,-0.48%,1050,1050,1075,1045,1235,88915,9390374,3831297
NAYZ,98,-4.85%,103,103,105,93,4183,425416,4068034,249901
ELPI,700,-0.71%,705,705,715,695,358,7589,534349,5188400
SMKM,145,-3.33%,150,148,150,140,1596,137861,2003921,181685
TPMA,580,-0.85%,585,585,585,575,911,55870,3237558,2034304
SIDO,560,-0.88%,565,565,565,555,3128,163086,9109078,16800000
IPOL,123,-3.91%,128,129,130,122,370,32505,403355,792536
COAL,63,-7.35%,68,67,67,63,676,211139,1359116,393750
ANTMHDPH6A,53,-8.62%,58,58,61,52,16,12506,67775,6360
BTPS,1375,-0.36%,1380,1380,1385,1365,905,42408,5839616,10486662
BPII,520,-0.95%,525,530,535,520,138,1256,66457,5361186
GJTL,1045,-0.48%,1050,1055,1065,1045,1143,47884,5034346,3641616
SRTG,1600,-0.31%,1605,1610,1645,1595,2110,52111,8414637,21703736
BMAS,700,-0.71%,705,705,705,700,13,87,6108,12545145
ARNA,555,-0.89%,560,560,560,550,411,19323,1072709,4074494
NCKL,1025,-0.49%,1030,1025,1040,1005,9771,762305,78016699,64676065
ANJT,1975,-0.25%,1980,1980,2020,1950,627,6222,1228973,6624496
MBMAZPCX5A,141,-3.42%,146,141,141,141,2,3,42,28200
ARTOBQCX5B,25,-16.67%,30,29,29,25,2,6,15,2000
PNBN,1035,-0.48%,1040,1040,1055,1030,1231,131691,13665307,24671964
DOOH,157,-3.09%,162,163,166,157,9683,1478492,23852788,1215006
ASDM,600,-0.83%,605,615,615,600,23,231,13885,230400
MEDC,1290,-0.39%,1295,1305,1310,1285,3230,212132,27429452,32425738
BISI,895,-0.56%,900,900,905,890,172,3029,271520,2685000
PANIBQCZ5A,17,-22.73%,22,25,25,17,112,311251,663424,850
JIHD,585,-0.85%,590,600,635,575,924,28381,1703280,1362489
AKPI,580,-0.85%,585,575,585,575,20,256,14845,355104
ITMGHDCJ6A,139,-4.14%,145,138,139,138,3,71,982,13900
AKSI,396,-1.49%,402,402,410,392,97,2867,114984,285120
SPMA,262,-2.24%,268,268,268,260,358,11571,304528,826372
APLI,440,-1.35%,446,448,450,412,32,1224,53183,599575
KICI,256,-2.29%,262,262,266,250,285,7225,186187,70656
PGEOZPCJ6A,24,-20%,30,25,25,24,43,50700,126740,4800
INCODRCK6A,79,-7.06%,85,79,79,79,1,130,1027,7900
AMAR,228,-2.56%,234,234,234,228,109,5522,127226,4148981
INCOZPCK6A,43,-12.24%,49,46,46,43,4,464,2130,30100
RAJAHDCK6A,220,-2.65%,226,222,228,220,9,345,7610,39600
MDKAHDCN6A,63,-8.70%,69,59,63,58,10,1667,9840,11970
PICO,244,-2.40%,250,252,254,242,515,20905,512962,138684
DWGL,338,-1.74%,344,340,342,328,1456,70308,2363706,3127453
INCOBQCF6A,59,-9.23%,65,59,59,59,2,400,2360,6490
TRIS,189,-3.08%,195,195,198,186,648,22784,430869,593733
SGER,460,-1.29%,466,466,478,440,3442,273348,12468883,7169978
GLVA,432,-1.37%,438,442,474,432,360,6476,290959,648000
ESTA,216,-2.70%,222,222,222,216,409,53752,1163689,523877
GIAA,109,-6.03%,116,117,117,109,4646,1467886,16812370,9971405
INCODRCG6A,62,-10.14%,69,62,62,62,1,165,1023,6200
SMGRDRCG6A,28,-20%,35,28,28,28,1,535,1498,4200
MBMAZPCK6A,33,-17.50%,40,37,37,33,23,11102,37811,23100
ADROBQCG6A,66,-9.59%,73,73,73,63,5,63,426,6600
MEJA-W,54,-11.48%,61,55,55,54,271,77007,421750,25607
OLIV,109,-6.03%,116,116,119,107,2792,527612,5803540,207108
PGASDRCG6A,56,-12.50%,64,56,56,56,1,453,2537,11200
ADROBQCJ6A,57,-12.31%,65,60,60,57,2,138,827,5130
PANIDRCG6A,63,-11.27%,71,69,74,63,65,15307,105393,6300
BRMSDRCG6A,36,-18.18%,44,44,44,35,83,30465,116597,9000
CPINDRCG6A,53,-13.11%,61,63,63,53,12,2282,12469,5300
KJEN,216,-3.57%,224,224,244,210,1793,70370,1576415,108000
TAPGHDCH6A,210,-3.67%,218,210,210,210,1,1,21,31500
GTRA,332,-2.35%,340,338,342,316,882,53350,1766256,628933
TNCA,226,-3.42%,234,230,234,226,237,5106,116375,95291
ITMGDRCV6A,143,-5.30%,151,147,147,143,6,99,1435,7150
BRMSZPCG6A,276,-2.82%,284,276,276,276,1,2,55,55200
FWCT,146,-5.81%,155,155,155,140,1096,215178,3135852,286598
MDKAZPCF6A,49,-15.52%,58,51,51,49,2,50000,249000,9800
ISATZPCF6A,26,-25.71%,35,28,28,26,3,3,8,5200
MGNA,87,-9.38%,96,87,87,87,162,86078,748879,296714
MBMADRCG6A,16,-36%,25,24,24,15,198,362704,635525,2400
CEKA,2500,-0.40%,2510,2510,2520,2500,22,125,31284,1487500
LTLS,865,-1.14%,875,875,875,860,50,1219,105486,1349400
TOTO,280,-3.45%,290,292,296,268,1919,96118,2712319,2889600
KINO,1320,-0.75%,1330,1330,1350,1280,51,277,36459,1885714
FORU,1110,-0.89%,1120,1150,1150,1100,57,1279,144013,516399
ADMR,1330,-0.75%,1340,1340,1385,1300,10869,475406,63681457,54373501
DRMA,995,-1.00%,1005,1005,1005,970,522,14224,1412308,4682353
INCOZPCX5A,174,-5.43%,184,174,174,174,1,10,174,34800
AMRT,1855,-0.54%,1865,1875,1895,1855,8423,229785,42937856,77027951
HEXA,4620,-0.22%,4630,4630,4640,4610,289,2444,1129943,3880800
MYOH,1550,-0.64%,1560,1560,1560,1550,4,5,777,3419784
PIPA,284,-3.40%,294,294,314,280,17321,1124718,32669083,973012
PRAY,835,-1.18%,845,850,855,825,59,478,40134,11656118
MIKADRCV6A,53,-15.87%,63,53,53,53,1,7,37,5300
KONI,2890,-0.34%,2900,2900,2900,2890,18,45,13027,901680
ARTO,2010,-0.50%,2020,2030,2070,2010,2437,87680,17833364,27582764
AWAN,260,-3.70%,270,276,278,258,801,181712,4767974,893100
MIDI,394,-2.48%,404,402,404,386,2718,203101,8051008,13173506
XIJI,687,-1.43%,697,685,687,681,15,309,21111,10992
PTROHDCK6A,530,-1.85%,540,545,555,530,10,834,45193,79500
BINA,4480,-0.22%,4490,4410,4500,4410,10,57,25537,27208695
CHIP,1385,-0.72%,1395,1385,1405,1365,334,1731,240204,1116310
INCI,655,-1.50%,665,665,665,650,46,805,52717,136015
MREI,975,-1.02%,985,980,980,960,57,619,60401,504847
KLBF,1225,-0.81%,1235,1235,1255,1225,9213,502550,62145946,57346405
BRIS,2480,-0.40%,2490,2500,2510,2460,5641,112116,27812194,113256337
TRUS,438,-2.23%,448,436,438,428,26,275,11988,350400
BALI,1200,-0.83%,1210,1205,1220,1190,41,373,44483,4721511
MERK,3080,-0.32%,3090,3050,3090,3050,65,332,101890,1379840
YUPI,1645,-0.60%,1655,1655,1670,1635,89,1029,169040,14055684
BRPT,3770,-0.26%,3780,3800,3860,3750,22594,886620,336203230,353427012
WOOD,416,-2.35%,426,426,426,416,517,25109,1052678,2678000
BRPTYUCZ5A,256,-3.76%,266,256,256,256,1,1,26,51200
JPFABQCZ5A,191,-5.45%,202,191,191,188,5,400,7625,15280
NCKLBQCM6A,27,-30.77%,39,30,30,27,5,830,2485,3510
PPRI,344,-3.37%,356,356,360,340,1163,63360,2196852,369809
BRMSDRCJ6A,164,-6.82%,176,177,177,162,19,1482,24760,49200
AMOR,406,-2.87%,418,418,420,406,719,21604,887284,902222
LABA,232,-4.92%,244,254,260,228,8041,504499,12149990,255989
TRST,468,-2.50%,480,480,484,440,117,3025,136689,1314144
CITY,171,-7.07%,184,184,208,171,6200,416941,8112059,924287
PANIHDCZ5A,121,-9.70%,134,131,141,121,29,29680,393911,21780
MDKADRCG6A,48,-21.31%,61,52,52,46,9,2188,10679,4800
BRRC,137,-8.67%,150,164,169,137,30778,4276460,67014961,133099
INDYDRCN6A,74,-15.91%,88,80,81,74,11,764,5755,7400
RAJADRCG6A,220,-5.98%,234,234,236,220,28,1484,33481,22000
XPSG,416,-3.26%,430,366,515,366,21,198,8552,1123
JPFADRCJ6A,105,-11.76%,119,117,117,105,5,220,2500,31500
MBMAYUCK6A,123,-10.22%,137,123,123,123,1,1,12,24600
ATIC,645,-2.27%,660,660,670,630,407,8361,537727,1493408
PYFA,530,-2.75%,545,545,555,525,3060,307151,16405295,5955447
TLDN,700,-2.10%,715,715,715,695,420,13032,920679,9062571
PNIN,805,-1.83%,820,820,825,800,196,5885,478651,3275001
SMLE,246,-6.11%,262,264,264,232,789,56466,1409144,572726
PTRODRCG6A,320,-4.76%,336,344,346,320,18,7981,274048,32000
MBMAHDCH6A,90,-15.09%,106,90,90,90,1,402,3618,22500
MBMABQCX5A,23,-41.03%,39,36,38,20,41,4985,12889,3910
MBMADRCX5A,65,-19.75%,81,78,78,65,3,46,313,26000
MDKAHDCZ5A,69,-19.77%,86,78,78,67,10,1983,13755,13800
LPLI,460,-3.77%,478,478,478,456,447,14001,644825,538399
KOKA,302,-5.63%,320,318,318,302,1442,114436,3525100,864123
XISB,132,-12%,150,132,132,132,1,1,13,7960
FAST,595,-3.25%,615,615,620,590,3561,116684,6970190,2691548
PORT,1125,-1.75%,1145,1145,1170,1105,51,255,29052,3165685
APIC,1115,-1.76%,1135,1135,1145,1110,694,42056,4713297,13119440
EMTK,1210,-1.63%,1230,1230,1245,1205,9786,588840,71827638,74284019
FITT,745,-2.61%,765,800,815,735,431,10373,786245,971683
NTBK,129,-14.00%,150,150,153,128,11876,1671187,22613982,348308
WGSH,248,-8.15%,270,270,270,244,393,21866,554566,258540
MBMAHDCN6A,72,-24.21%,95,73,73,72,2,17056,123656,14400
RDTX,12300,-0.20%,12325,12300,12300,12300,5,11,13530,3306240
UNTR,28025,-0.09%,28050,28000,28250,27975,3486,16408,46094310,104537037
PTSP,1085,-2.25%,1110,1110,1150,1065,100,1019,111908,239577
PTROYUCK6A,500,-4.76%,525,515,520,500,4,111,5589,50000
ITMG,22400,-0.11%,22425,22425,22425,22275,2857,12260,27382830,25310320
MKPI,24225,-0.10%,24250,24100,24225,24100,61,61,147398,22970000
BYAN,17900,-0.14%,17925,17925,17925,17725,63,257,458228,596666697
BREN,9725,-0.26%,9750,9800,9925,9675,27062,247390,241913298,1301070990
PSAB,550,-4.35%,575,575,575,550,8123,712315,39699153,14553000
PSAT,1340,-1.83%,1365,1350,1370,1335,446,10158,1369582,1986353
MAIN,820,-2.96%,845,855,870,805,1845,69436,5847766,1835775
AMFG,3480,-0.85%,3510,3480,3530,3440,31,157,54384,1510320
INDFDRCX6A,3440,-0.86%,3470,3460,3460,3440,3,3,1034,30960
ARGO,1075,-2.71%,1105,1105,1120,1055,31,80,8555,3412414
MEGA,3260,-0.91%,3290,3260,3290,3260,30,173,56479,37892659
BRAM,4970,-0.60%,5000,4940,5100,4930,13,45,22563,2236783
SOSS,1045,-2.79%,1075,1075,1075,1045,28,87,9243,835388
JECC,1160,-2.52%,1190,1190,1240,1110,926,11910,1404546,876960
ALII,625,-5.30%,660,660,695,605,574,38449,2496908,9891125
ITMA,1440,-2.37%,1475,1500,1505,1410,374,69954,10187609,1438637
TOBA,815,-4.12%,850,850,850,815,12653,633441,52383754,6729783
SMSM,1800,-2.17%,1840,1825,1845,1795,4231,37190,6716899,10365616
PRDA,2420,-1.63%,2460,2480,2480,2410,610,6657,1619423,2268750
SCCO,2420,-1.63%,2460,2450,2460,2400,75,749,181870,1990047
AGII,1305,-2.97%,1345,1345,1350,1280,641,14877,1935210,4001991
YPAS,462,-8.51%,505,462,462,462,9,261,12058,308616
BRMS,930,-4.62%,975,980,990,930,58192,5583311,533712190,131859158
FISH,1595,-2.74%,1640,1640,1640,1595,191,934,150375,7656000
STTP,10025,-0.50%,10075,9950,10025,9800,16,30,29710,13132750
MBMA,585,-7.87%,635,635,635,580,28238,3846907,230985409,63177321
GMTD,2520,-1.95%,2570,2570,2630,2520,66,187,47940,2558758
ICBP,8375,-0.59%,8425,8500,8700,8325,10145,215043,183103613,97668480
SINI,6650,-0.75%,6700,6700,6700,6650,35,2685,1797780,3198650
TEBE,2480,-1.98%,2530,2550,2550,2360,3887,80731,19737301,3186800
FUTR,655,-7.09%,705,700,705,655,11092,882361,59446204,4346287
CMNP,1370,-3.52%,1420,1400,1410,1370,422,4890,676154,9162603
LION,468,-10%,520,520,555,464,2781,60514,3026808,243435
MGLV,700,-7.28%,755,680,815,680,1946,45344,3191467,1333418
ICBPDRCX6A,3030,-1.94%,3090,3190,3230,3010,12,51,16323,15150
PJHB-W,280,-17.65%,340,340,348,270,7735,135145,4198527,67200
SONA,2470,-2.37%,2530,2530,2550,2400,244,1790,441316,1636128
JARR,3620,-1.90%,3690,3700,3730,3580,4783,74835,27110245,33415007
