Code,Last,Change,Prev,Open,High,Low,Freq,Vol,Val(K),Cap(M)
INPS,153,0.66%,152,153,153,153,24,1878,28733,99450
BBRIDRCG6A,71,1.43%,70,71,71,71,1,1408,9997,7100
BEST,105,0.96%,104,103,106,103,370,127053,1317571,1012968
BBTNDRCV6A,59,1.72%,58,58,59,58,3,254,1498,5900
ENRGDRCJ6A,162,0.62%,161,167,167,162,2,752,12557,81000
BATR,109,0.93%,108,108,111,107,262,46893,511941,329729
BATA,62,1.64%,61,61,62,61,39,1245,7620,80600
AKKU,33,3.13%,32,29,33,29,66,6083,19036,212832
BBNIHDCQ7A,86,1.18%,85,86,88,85,17,1048,9028,8600
GDST,118,0.85%,117,117,120,117,265,34352,405674,1090615
ARTOBQCN6A,42,0%,42,42,42,42,0,0,0,4200
GMFI,81,0%,81,81,81,81,566,157010,1271781,3042844
PTBABQCZ4A,,0%,,,,,0,0,0,0
GOTOZPCK6A,14,0%,14,13,14,13,3,1001,1301,9800
PGASDRCG6B,81,0%,81,81,81,81,0,0,0,8100
XNVE,178,0%,178,178,178,178,0,0,0,4023
PGEODRCQ5A,106,0%,106,106,106,106,0,0,0,42400
TLKMDRCJ6A,97,0%,97,100,100,97,4,2949,28734,29100
MDKAYUCX4A,,0%,,,,,0,0,0,0
BBCABQCZ4A,,0%,,,,,0,0,0,0
TBIG,2000,0%,2000,2000,2020,1960,403,7626,1518817,45313999
ENRGZPCG6A,402,0%,402,402,402,402,1,1,40,80400
POOL,50,0%,50,50,50,50,0,0,0,117068
BUKAHDCN6A,33,0%,33,32,33,32,3,3,10,13860
PIPA-W,,0%,,,,,0,0,0,0
MFIN,890,0%,890,890,890,890,0,0,0,4450000
ADROZPCF6A,23,0%,23,23,23,23,0,0,0,4600
SMLE-W,,0%,,,,,0,0,0,0
KOCI-W,14,0%,14,14,15,13,68,73321,97762,6300
PGEOZPCF5A,,0%,,,,,0,0,0,0
ADRODRCQ5A,1,0%,1,1,1,1,0,0,0,200
ADRODRCQ5B,12,0%,12,12,12,12,0,0,0,2400
ARTOZPCF5A,,0%,,,,,0,0,0,0
SCPI,29000,0%,29000,29000,29000,29000,0,0,0,104400
AMRTZPCF5A,,0%,,,,,0,0,0,0
TLKMDRCJ5A,,0%,,,,,0,0,0,0
FASW,5275,0%,5275,5275,5275,5275,0,0,0,16992122
LCGP,114,0%,114,114,114,114,0,0,0,641820
TLKMBQCG6A,68,0%,68,68,68,68,0,0,0,7480
TSPC,2920,0%,2920,2910,2930,2890,336,8358,2427348,13168804
NINE,310,0%,310,310,310,310,0,0,0,668670
DUCK,176,0%,176,176,176,176,0,0,0,225866
GOTOHDCQ5A,2,0%,2,2,2,2,0,0,0,1260
INDYZPCG6A,96,0%,96,96,96,96,0,0,0,19200
SMGRBQCM5A,,0%,,,,,0,0,0,0
POSA,50,0%,50,50,50,50,0,0,0,419444
ANTMDRPU5A,2,0%,2,2,2,2,0,0,0,340
ANTMDRPU5B,2,0%,2,2,2,2,0,0,0,500
CINT,185,0%,185,187,188,183,199,3170,58534,185000
TBMS,1390,0%,1390,1400,1410,1390,64,438,61219,1021205
ARTODRCQ5A,1,0%,1,1,1,1,0,0,0,300
BTPSZPCH6A,30,0%,30,30,30,30,1,47,141,6000
GZCO,288,0%,288,288,294,286,4350,265694,7714250,1728000
BBNIHDCU5A,12,0%,12,12,12,12,0,0,0,1200
MEDCBQCZ5A,11,0%,11,11,12,11,9,4006,4407,1210
BRMSBQCZ5A,270,0%,270,270,270,270,0,0,0,24300
IKBI,545,0%,545,540,560,535,60,1711,94135,667080
BBTNHDCZ5A,58,0%,58,58,58,58,0,0,0,8700
CRAB,282,0%,282,282,286,280,264,47313,1338335,549900
LPCK,580,0%,580,585,595,575,152,3211,186145,2978118
MFMI,1300,0%,1300,1300,1300,1300,0,0,0,984855
ANTMYUCQ5A,324,0%,324,324,324,324,0,0,0,64800
DLTA,2080,0%,2080,2090,2090,2070,43,289,60212,1665371
NIPS,,0%,,,,,0,0,0,0
MDKAHDPJ6A,50,0%,50,50,50,50,0,0,0,16000
PGASBQCU5A,64,0%,64,64,64,64,0,0,0,2560
TLKMHDCV5A,234,0%,234,234,234,234,0,0,0,23400
DOOH-W,,0%,,,,,0,0,0,0
IKAN,113,0%,113,114,114,111,612,57783,649556,94167
AGRS,72,0%,72,72,75,72,273,76227,556664,3410428
SIDOHDCN6A,35,0%,35,35,35,35,0,0,0,11200
BMRIYUCQ5A,16,0%,16,16,16,16,0,0,0,1600
MDKADRCV5A,75,0%,75,75,75,75,0,0,0,15000
IBST,5300,0%,5300,5300,5300,5300,0,0,0,7159796
ARTOBQCJ6A,36,0%,36,36,36,36,0,0,0,4680
GOTOYUCX4A,,0%,,,,,0,0,0,0
KLBFZPCG5A,,0%,,,,,0,0,0,0
NIRO,350,0%,350,350,350,350,0,0,0,7769605
BBNIZPCX5A,36,0%,36,36,36,36,0,0,0,7200
AADIHDCK6A,115,0%,115,115,119,114,20,12596,145390,17250
MEDCBQCZ4A,,0%,,,,,0,0,0,0
BMRIBQCU5A,2,0%,2,2,2,2,0,0,0,80
XBES,1079,0%,1079,1079,1079,1079,0,0,0,216
BAUT-W,,0%,,,,,0,0,0,0
LPGI,765,0%,765,765,765,750,23,78,5886,2295000
BRPTDRCJ5A,,0%,,,,,0,0,0,0
INDFBQCM5A,,0%,,,,,0,0,0,0
KMDS,695,0%,695,695,700,680,49,863,59227,556000
WTON,100,0%,100,100,101,99,375,41209,410793,871547
BBRIHDCG5A,,0%,,,,,0,0,0,0
TKIMHDCJ6A,61,0%,61,61,61,61,0,0,0,10980
BANK-W,705,0%,705,705,705,705,0,0,0,1818080
BBCABQCV5A,1,0%,1,1,1,1,0,0,0,40
SLIS,80,0%,80,80,81,79,865,120335,961943,197067
MSIE,48,0%,48,47,49,45,343,37576,176106,70080
MDKAHDCU5A,93,0%,93,93,93,93,0,0,0,12276
MSIN,500,0%,500,500,500,496,6487,273355,13616384,30338089
SPRE,126,0%,126,114,136,114,842,66778,857613,100800
PTBABQCM5A,,0%,,,,,0,0,0,0
MSJA,292,0%,292,294,294,290,1288,27683,808006,1717647
NISP,1375,0%,1375,1375,1380,1370,448,22659,3115215,31234192
JSMRHDCH6A,98,0%,98,98,98,98,0,0,0,14700
TAPGZPCH6A,122,0%,122,122,122,122,0,0,0,24400
MUTU-W,,0%,,,,,0,0,0,0
APII,190,0%,190,190,190,188,19,304,5748,204394
HALO-W,15,0%,15,14,15,14,363,12945,18217,8024
PACK-W,,0%,,,,,0,0,0,0
TOPS,1,0%,1,1,1,1,0,0,0,33330
HYGN,164,0%,164,162,164,160,118,6705,108714,414100
XBIG,600,0%,600,600,600,600,0,0,0,120
UNIT,316,0%,316,316,316,316,0,0,0,23833
BBRIYUCF5A,,0%,,,,,0,0,0,0
ITMGZPCZ4A,,0%,,,,,0,0,0,0
KDTN,356,0%,356,356,356,356,0,0,0,445008
BSDEDRCJ6A,30,0%,30,30,30,30,0,0,0,15000
SIDODRCK6A,30,0%,30,30,30,30,0,0,0,9000
TAPGDRCG6A,37,0%,37,37,37,37,0,0,0,3700
XBLQ,515,0%,515,515,515,515,0,0,0,165418
SIDOZPCM6A,18,0%,18,18,18,18,0,0,0,9000
LPKR,89,0%,89,90,90,88,1142,375235,3338896,6309924
BBMD,2050,0%,2050,2050,2050,2050,3,16,3280,8300838
BBRIZPCF5A,,0%,,,,,0,0,0,0
MDKADRPX5A,4,0%,4,4,4,4,0,0,0,600
BRPTBQCG5A,,0%,,,,,0,0,0,0
SMGRZPCZ4A,,0%,,,,,0,0,0,0
SMGRBQCZ4A,,0%,,,,,0,0,0,0
AMRTDRCH5A,,0%,,,,,0,0,0,0
BBNI,4390,0%,4390,4390,4440,4380,6610,284533,125377812,162097852
IGAR,500,0%,500,500,500,498,13,981,49044,486102
MEDCBQCM5A,,0%,,,,,0,0,0,0
MYRXP,,0%,,,,,0,0,0,0
PGASZPCZ4A,,0%,,,,,0,0,0,0
SMGRBQCZ5A,3,0%,3,3,4,3,222,36650,11049,90
TKIM,7025,0%,7025,7025,7050,6900,577,6118,4284570,21870396
INCOBQCQ5A,99,0%,99,99,99,99,0,0,0,8910
KLBFDRCN5A,,0%,,,,,0,0,0,0
INDFZPCZ4A,,0%,,,,,0,0,0,0
XBNI,1000,0%,1000,1000,1000,1000,0,0,0,2400
ANTMBQCG5A,,0%,,,,,0,0,0,0
BRMSYUCV5A,200,0%,200,200,200,200,0,0,0,50000
ASIIZPCF5A,,0%,,,,,0,0,0,0
XSPI,812,0%,812,812,812,812,0,0,0,16889600
CAKK,177,0%,177,179,179,174,115,2341,41202,212984
ASIIDRCQ5B,9,0%,9,9,9,9,0,0,0,1350
BUKAZPCM6A,35,0%,35,36,36,35,11,4557,16064,17500
ASIIDRCQ5A,10,0%,10,10,10,10,0,0,0,1500
EPAC,23,0%,23,23,23,23,101,14642,33677,75978
PGASBQCZ5A,38,0%,38,38,38,38,0,0,0,3420
KIAS,21,0%,21,21,21,21,0,0,0,313511
MDKAZPCF5A,,0%,,,,,0,0,0,0
RIMO,50,0%,50,50,50,50,0,0,0,2254030
ANTMBQCX5A,7,0%,7,8,10,4,114,73001,51569,560
SMGRHDCG5A,,0%,,,,,0,0,0,0
ESSAHDCH6A,56,0%,56,56,56,56,0,0,0,26880
PGASBQCZ4A,,0%,,,,,0,0,0,0
BRPTDRCN5A,,0%,,,,,0,0,0,0
ADRODRCH5A,,0%,,,,,0,0,0,0
DMAS,132,0%,132,132,133,132,2809,339333,4486057,6362151
TLKMYUCQ5A,165,0%,165,165,165,165,0,0,0,33000
CPINZPCZ4A,,0%,,,,,0,0,0,0
MKAP,342,0%,342,342,342,340,51,599,20445,1111500
BSSR,3920,0%,3920,3920,3940,3910,1202,6464,2533762,10256680
VICI,630,0%,630,630,630,625,40,2721,170634,4226040
INCODRCX5A,119,0%,119,119,119,119,0,0,0,35700
PTBAZPCZ4A,,0%,,,,,0,0,0,0
NEST,340,0%,340,340,340,334,594,67084,2264532,1398250
CANI,45,0%,45,45,45,45,27,783,3524,37505
BOLT,1110,0%,1110,1115,1115,1110,4,66,7337,2601563
PTMR,374,0%,374,374,374,374,0,0,0,713218
HEALHDCH6A,95,0%,95,95,95,95,0,0,0,17100
BUKAZPCZ4A,,0%,,,,,0,0,0,0
BOLA,169,0%,169,171,171,167,100,2129,36028,1014000
HEALDRCJ6A,23,0%,23,23,23,23,0,0,0,6900
BBNIZPCF5A,,0%,,,,,0,0,0,0
KLBFZPCF6A,18,0%,18,18,18,18,0,0,0,3600
MEDCDRCQ5A,32,0%,32,32,32,32,0,0,0,9600
SMGRBQCU5A,3,0%,3,3,3,3,0,0,0,90
PGEOBQCF6A,23,0%,23,23,23,23,0,0,0,3910
BSWD,900,0%,900,900,900,900,2,3,270,3286780
TAPGZPCM6A,33,0%,33,33,33,33,1,30,99,16500
INKPBQCM5A,,0%,,,,,0,0,0,0
MDKADRCQ5A,24,0%,24,24,24,24,0,0,0,7200
OMED,200,0%,200,199,200,198,271,12747,253619,5411770
BMRIDRCJ5A,,0%,,,,,0,0,0,0
ALKA,360,0%,360,360,360,346,16,71,2540,182759
SUGI,50,0%,50,50,50,50,0,0,0,1240577
MEDCZPCZ4A,,0%,,,,,0,0,0,0
ACESDRCQ5A,1,0%,1,1,1,1,0,0,0,500
KLBFBQCF6A,23,0%,23,23,23,23,0,0,0,4830
TLKMZPCX4A,,0%,,,,,0,0,0,0
TOYS,8,0%,8,8,8,8,0,0,0,11480
BBRIBQCJ6A,45,0%,45,45,45,45,0,0,0,4500
PGASBQCM5A,,0%,,,,,0,0,0,0
AKRAZPCF5A,,0%,,,,,0,0,0,0
ISATDRCX5A,46,0%,46,46,46,46,0,0,0,18400
PLAS,50,0%,50,50,50,50,0,0,0,59210
PLAN,46,0%,46,46,47,45,216,25046,113866,41249
ALMI,74,0%,74,74,74,74,0,0,0,282384
ACESBQCX5B,1,0%,1,1,2,1,162,488260,48828,320
ISAP-W,16,0%,16,16,16,15,188,70376,108442,11996
CASS,2790,0%,2790,2790,2820,2700,38,966,269005,5822591
SAGE-W,,0%,,,,,0,0,0,0
PTPS,200,0%,200,202,204,200,764,86124,1731709,433503
ENRGHDCZ5A,540,0%,540,540,540,540,0,0,0,172800
BMRIBQCM5A,,0%,,,,,0,0,0,0
BBTNZPCG6A,33,0%,33,33,33,33,2,139,459,6600
TGKA,5200,0%,5200,5225,5250,5100,32,53,27400,4776162
PTBABQCV5A,1,0%,1,1,1,1,0,0,0,140
PTPW,975,0%,975,970,980,970,32,201,19538,856233
PNLFYUCV5A,1,0%,1,1,1,1,0,0,0,250
KIJA,188,0%,188,188,189,185,1964,238912,4471758,3915079
ASIIZPCJ6A,151,0%,151,151,151,151,0,0,0,30200
EMTKYUCV5A,202,0%,202,202,202,202,0,0,0,50500
KMTR,276,0%,276,276,276,272,71,1352,37133,2267441
SICO-W,,0%,,,,,0,0,0,0
AMMS-W,,0%,,,,,0,0,0,0
COCO-R,,0%,,,,,0,0,0,0
GOTODRCQ5A,2,0%,2,2,2,2,0,0,0,4000
ACESBQCG6A,10,0%,10,10,10,10,4,1946,1946,3400
BBRIDRCQ5A,7,0%,7,7,7,7,0,0,0,700
INCOYUCZ5A,100,0%,100,100,100,100,0,0,0,20000
NASA,30,0%,30,30,31,30,69,8433,25388,330148
ESSAZPCK6A,20,0%,20,22,23,20,14,46643,106388,14000
BOSS,50,0%,50,50,50,50,0,0,0,70000
MORA,6075,0%,6075,6075,6075,6075,0,0,0,143653512
AKRADRCX5A,21,0%,21,21,21,21,0,0,0,8400
ADROZPCX4A,,0%,,,,,0,0,0,0
AMRTDRCQ5A,3,0%,3,3,3,3,0,0,0,600
ANTMDRCN5A,,0%,,,,,0,0,0,0
VINS,153,0%,153,151,153,149,169,5012,75489,223468
INDFBQCV5A,1,0%,1,1,1,1,0,0,0,30
BBRIZPCN6A,62,0%,62,62,62,62,0,0,0,31000
BRISHDCH6A,39,0%,39,39,39,39,0,0,0,7800
ICBPZPCF5A,,0%,,,,,0,0,0,0
ETWA,70,0%,70,70,70,70,0,0,0,326807
DKHH-W,17,0%,17,17,18,17,108,33710,57351,4505
AYLS,250,0%,250,250,250,250,0,0,0,213356
BTPSHDCJ6A,61,0%,61,61,61,61,0,0,0,9150
EXCLHDCQ5A,153,0%,153,153,153,153,0,0,0,23256
ADROYUCF5A,,0%,,,,,0,0,0,0
TLKMHDCQ5A,110,0%,110,110,110,110,0,0,0,22000
NANO-W,,0%,,,,,0,0,0,0
EPMT,2350,0%,2350,2340,2350,2330,41,401,93943,6365304
BBCADRPQ5A,20,0%,20,20,20,20,0,0,0,1200
KING,206,0%,206,206,206,204,60,3135,64137,535848
UNTRHDCQ5A,21,0%,21,21,21,21,0,0,0,2100
SUNI,800,0%,800,800,805,785,176,6044,479044,2000000
INDFDRCH5A,,0%,,,,,0,0,0,0
SLIS-W,14,0%,14,14,14,13,36,11238,15163,2270
MKNT,1,0%,1,1,1,1,0,0,0,5500
FREN-W2,,0%,,,,,0,0,0,0
SUPR,43850,0%,43850,43850,43850,43850,0,0,0,49882870
BUKABQCM5A,,0%,,,,,0,0,0,0
TGRA,27,0%,27,27,27,27,0,0,0,74250
BRISBQCZ5A,15,0%,15,15,15,15,0,0,0,1200
ERAADRCJ6A,8,0%,8,7,8,7,34,20976,14714,4000
MEDCBQCV5A,16,0%,16,16,16,16,0,0,0,640
ADCP,55,0%,55,55,55,54,360,121690,657457,1222222
GAMA,18,0%,18,18,18,18,0,0,0,180198
ASIIHDCZ5A,212,0%,212,212,212,212,0,0,0,25440
DMND,620,0%,620,620,620,595,98,2905,176493,5870383
MDKAYUCK6A,137,0%,137,137,137,137,0,0,0,27400
IPCC,1185,0%,1185,1185,1190,1175,381,12984,1533736,2154786
KRAH,,0%,,,,,0,0,0,0
BBRIBQCN6A,53,0%,53,53,53,53,0,0,0,4770
ALTO,18,0%,18,18,18,18,0,0,0,39454
ADROZPCG5A,,0%,,,,,0,0,0,0
UFOE,185,0%,185,187,188,184,233,9045,167545,536178
PLIN,2510,0%,2510,2510,2510,2510,0,0,0,8910500
CNTB,250,0%,250,250,250,250,0,0,0,32500
KEJU,730,0%,730,735,755,720,310,9545,704198,4106250
GRPM,60,0%,60,60,61,59,157,6524,39049,92705
ITMGBQCG5A,,0%,,,,,0,0,0,0
SMBR,290,0%,290,290,302,290,3929,229507,6793186,2880435
MDKADRCJ5A,,0%,,,,,0,0,0,0
BUKABQCZ5B,9,0%,9,9,9,9,5,4593,4134,3780
ARTOZPCX5A,27,0%,27,27,27,27,0,0,0,5400
PPRO,21,0%,21,21,21,21,0,0,0,1295189
ISATHDCJ6A,17,0%,17,17,19,16,159,54283,94770,3400
SMCB,775,0%,775,775,775,775,0,0,0,6990021
SDPC,138,0%,138,138,141,136,65,2691,37101,175812
MIKAHDCN6A,43,0%,43,43,43,43,0,0,0,10320
ARTOZPCG5A,,0%,,,,,0,0,0,0
SMAR,5050,0%,5050,5050,5125,5025,98,522,264223,14504576
BCAP,56,0%,56,56,57,55,278,160937,890799,2386656
CNTX,142,0%,142,142,142,142,0,0,0,9940
BBRIBQCQ5A,1,0%,1,1,1,1,0,0,0,100
ADROBQCM5A,,0%,,,,,0,0,0,0
ASIIHDCG5A,,0%,,,,,0,0,0,0
SURI,100,0%,100,100,100,98,1531,127319,1257941,633438
MTDL,595,0%,595,595,605,590,914,62283,3706656,7304746
JSKY,52,0%,52,52,52,52,0,0,0,105692
SQMI,43,0%,43,43,43,43,0,0,0,668116
BTEL,50,0%,50,50,50,50,0,0,0,1841133
SDRA,282,0%,282,282,286,282,72,4408,124919,4101766
PGEOBQCM5A,,0%,,,,,0,0,0,0
TGUK,137,0%,137,137,137,137,0,0,0,489289
BKSW,63,0%,63,63,64,62,99,12216,76538,2192807
DEAL,6,0%,6,6,6,6,0,0,0,6877
BBCABQCJ6A,41,0%,41,41,41,41,0,0,0,4510
MDKABQCV5A,78,0%,78,78,78,78,0,0,0,3900
FOOD,402,0%,402,402,402,402,0,0,0,261300
AUTODRCV6A,78,0%,78,78,78,78,0,0,0,7800
ISATBQCU5A,1,0%,1,1,1,1,0,0,0,100
ADROBQCZ4A,,0%,,,,,0,0,0,0
KLBFDRCH5A,,0%,,,,,0,0,0,0
ADROHDCQ5A,1,0%,1,1,1,1,0,0,0,120
CMRYDRCK6A,136,0%,136,136,136,136,0,0,0,13600
ACESDRCJ5A,,0%,,,,,0,0,0,0
HDTX,,0%,,,,,0,0,0,0
BBNIYUCF5A,,0%,,,,,0,0,0,0
MTEL,560,0%,560,555,560,550,647,110192,6130251,46793400
OMRE,535,0%,535,535,535,535,1,1,54,1575688
UDNG-W,,0%,,,,,0,0,0,0
ACESDRCJ6A,10,0%,10,10,11,9,31,8692,8267,5000
MKTR-W,1,0%,1,1,1,1,0,0,0,2499
RATU,10125,0%,10125,10225,10600,9950,11635,199738,205331873,27489920
R-ABFII,28600,0%,28600,28600,28600,28600,0,0,0,3776629
ASIIBQCG5A,,0%,,,,,0,0,0,0
BINO-W,,0%,,,,,0,0,0,0
UNTRDRCG6A,192,0%,192,192,192,192,0,0,0,19200
BBCADRCQ5A,7,0%,7,7,7,7,0,0,0,700
SMGR,2600,0%,2600,2600,2620,2570,2503,59536,15438741,17554004
XCEG,111,0%,111,111,111,111,2,3,33,10989
ASIIDRCH5A,,0%,,,,,0,0,0,0
FORZ,,0%,,,,,0,0,0,0
TLKMHDCF5A,,0%,,,,,0,0,0,0
ITMGDRCH5A,,0%,,,,,0,0,0,0
BCIC,153,0%,153,153,153,151,39,2991,45751,2742689
BBNIBQCN6A,74,0%,74,74,74,74,0,0,0,5180
ACESHDCZ5A,11,0%,11,11,11,11,0,0,0,2750
ANTMDRCX5A,266,0%,266,266,266,266,0,0,0,79800
DEFI,171,0%,171,171,171,171,0,0,0,117523
SMKL,173,0%,173,174,174,170,137,4183,71682,591329
SMGRZPCJ6A,48,0%,48,48,48,48,0,0,0,9600
BSDEBQCK6A,31,0%,31,31,31,31,0,0,0,4960
INCODRPV5A,1,0%,1,1,1,1,0,0,0,100
ADRODRCN5A,,0%,,,,,0,0,0,0
HEALZPCN6A,32,0%,32,32,32,32,0,0,0,16000
JSPT,3320,0%,3320,3320,3350,3250,47,92,30280,7698204
UNVRDRCQ5A,3,0%,3,3,3,3,0,0,0,750
MAPADRCJ6A,23,0%,23,24,24,21,20,2480,5328,11500
BBRIBQCU5A,1,0%,1,1,1,1,0,0,0,30
BMRIZPCX5A,10,0%,10,10,10,10,1,84,84,2000
AMAG,378,0%,378,380,380,378,56,715,27044,1890587
ELTY,22,0%,22,22,22,21,522,416435,910973,957482
ARTOZPCK6A,34,0%,34,35,36,34,3,1918,6524,23800
LMAS,50,0%,50,50,50,50,0,0,0,39393
LMAX,83,0%,83,83,85,81,139,14038,116005,53951
TLKMZPCZ4A,,0%,,,,,0,0,0,0
CPINZPCN6A,49,0%,49,49,49,49,0,0,0,24500
BBCAYUCQ5A,32,0%,32,32,32,32,0,0,0,3200
MGRO,760,0%,760,760,765,755,460,44499,3363693,2701379
UNTRZPCX4A,,0%,,,,,0,0,0,0
MTLA,440,0%,440,438,440,436,19,134,5869,3368256
IPPE,14,0%,14,14,14,14,0,0,0,64400
PDES,600,0%,600,585,605,585,10,339,19873,429000
PGASZPCJ6A,41,0%,41,41,41,41,0,0,0,8200
MTELDRCK6A,13,0%,13,13,13,13,1,1000,1300,5200
LSIPZPCG6A,68,0%,68,68,68,68,0,0,0,13600
EXCLHDCJ6A,29,0%,29,29,29,29,0,0,0,7250
BMRIBQCG5A,,0%,,,,,0,0,0,0
ACESDRCN5A,,0%,,,,,0,0,0,0
DADA,50,0%,50,50,50,50,717,34525,172625,371577
MTMH,1150,0%,1150,1140,1170,1140,12,67,7720,2378806
INCOHDCQ5A,36,0%,36,36,36,36,0,0,0,6480
DVLA,1655,0%,1655,1655,1670,1650,80,1008,167135,1853600
AKRAHDCQ5A,18,0%,18,18,18,18,0,0,0,4500
BTON,388,0%,388,388,388,380,20,68,2591,279360
BBCAZPCF5A,,0%,,,,,0,0,0,0
BRPTDRCX5A,472,0%,472,472,472,472,0,0,0,188800
AKRADRCQ5A,4,0%,4,4,4,4,0,0,0,1200
BBRIYUCV5A,5,0%,5,5,5,5,0,0,0,500
BMRIBQCG6A,54,0%,54,54,54,54,0,0,0,5400
MBMADRCQ5A,1,0%,1,1,1,1,0,0,0,300
IPTV,40,0%,40,40,40,39,125,71883,286136,1687918
MTPS,81,0%,81,81,81,81,0,0,0,168873
BTPN,2130,0%,2130,2130,2130,2120,13,120,25548,22442114
MCOR,72,0%,72,72,73,71,230,54926,394510,2702918
BRPTHDCF5A,,0%,,,,,0,0,0,0
ANTMDRCG6A,32,0%,32,31,35,28,30,49424,148373,9600
XPFT,586,0%,586,586,586,586,0,0,0,352010
BBNIBQCJ6A,60,0%,60,60,60,60,0,0,0,4800
TLKMZPCM6A,63,0%,63,63,63,63,0,0,0,31500
ANTMDRPZ5A,29,0%,29,29,29,29,0,0,0,4350
CBRE-W,,0%,,,,,0,0,0,0
ARTODRCK6A,53,0%,53,53,53,53,0,0,0,5300
BBCAHDCU5A,2,0%,2,2,2,2,0,0,0,360
GOTODRCN5A,,0%,,,,,0,0,0,0
CBMF,50,0%,50,50,50,50,0,0,0,93750
MTRA,244,0%,244,244,244,244,0,0,0,187880
XPIN,668,0%,668,668,668,668,0,0,0,11690
MDKABQCM5A,,0%,,,,,0,0,0,0
MPIX,69,0%,69,69,70,68,312,54761,378633,107813
KARW,478,0%,478,478,478,478,27,230,10994,280659
ADROBQCU5A,2,0%,2,2,2,2,0,0,0,100
SMRU,50,0%,50,50,50,50,0,0,0,624969
AKRAZPCG5A,,0%,,,,,0,0,0,0
AMRTBQCU5A,1,0%,1,1,1,1,0,0,0,120
ICBPBQCM5A,,0%,,,,,0,0,0,0
IATA-W,28,0%,28,28,28,28,0,0,0,77405
SIMA,50,0%,50,50,50,50,0,0,0,22129
AKRAZPCX5A,51,0%,51,51,51,51,0,0,0,10200
PTBADRCG6A,14,0%,14,14,14,14,1,360,504,2800
MTSM,500,0%,500,500,500,500,0,0,0,116424
TLKMBQCM5A,,0%,,,,,0,0,0,0
UNVRBQCQ5A,2,0%,2,2,2,2,0,0,0,180
SRTGDRCK6A,58,0%,58,58,58,58,1,13,75,5800
PGEODRCJ6A,18,0%,18,19,19,17,8,7987,14394,5400
ASIIZPCX4A,,0%,,,,,0,0,0,0
INKPHDCK6A,112,0%,112,112,112,112,0,0,0,11200
BRPTBQCJ5A,,0%,,,,,0,0,0,0
WICO,123,0%,123,123,123,123,0,0,0,294426
IRSX-W,,0%,,,,,0,0,0,0
ADROYUCZ5A,44,0%,44,44,44,44,0,0,0,8800
TKIMZPCG6A,81,0%,81,81,82,81,5,5482,44411,16200
NSSS,515,0%,515,515,515,505,850,63714,3246313,12257808
JKON,85,0%,85,85,86,84,441,36802,311237,1386224
RSGK,980,0%,980,980,980,980,0,0,0,911082
INDO-W,,0%,,,,,0,0,0,0
AMMS,492,0%,492,492,492,492,0,0,0,607766
KAYU,18,0%,18,18,18,18,0,0,0,11970
BBCADRCH5A,,0%,,,,,0,0,0,0
BBRIBQCZ4A,,0%,,,,,0,0,0,0
MYORDRCK6A,53,0%,53,53,53,51,5,26013,137868,5300
PURE,51,0%,51,51,51,51,0,0,0,70134
BMRIHDCQ5A,2,0%,2,2,2,2,0,0,0,360
BBNIBQCV5A,1,0%,1,1,1,1,0,0,0,30
SIPD,705,0%,705,705,705,705,4,5,353,1296567
GOTOBQCZ5A,3,0%,3,2,3,2,72,117802,24233,840
ARTODRCX5A,31,0%,31,31,31,31,0,0,0,9300
MBMADRPX5A,1,0%,1,1,1,1,0,0,0,200
BBRIBQCZ5A,16,0%,16,16,16,16,0,0,0,1280
EMTKBQCZ5A,378,0%,378,378,378,378,0,0,0,30240
WIDI,41,0%,41,40,41,40,466,40042,161300,65601
TUGU,1020,0%,1020,1020,1030,1010,597,42442,4314633,3626687
MDKADRCN5A,,0%,,,,,0,0,0,0
BBRIBQCM5A,,0%,,,,,0,0,0,0
TLKMBQCQ5A,61,0%,61,61,61,61,0,0,0,6100
UNVRBQCU5A,1,0%,1,1,1,1,0,0,0,50
LMPI,149,0%,149,149,151,147,31,259,3844,150269
GOTOBQCM5A,,0%,,,,,0,0,0,0
MDKAZPCZ4A,,0%,,,,,0,0,0,0
BBNIDRPU5A,3,0%,3,3,3,3,0,0,0,510
INCOZPCG5A,,0%,,,,,0,0,0,0
ERAAHDCZ5A,12,0%,12,12,12,12,0,0,0,4320
PWONZPCH6A,26,0%,26,26,26,26,0,0,0,5200
AMRTDRCN5A,,0%,,,,,0,0,0,0
XPTD,500,0%,500,500,500,500,0,0,0,18900
ROCK,468,0%,468,468,468,468,5,13,608,671667
CPINZPCF5A,,0%,,,,,0,0,0,0
GOTOM,68,0%,68,68,68,68,0,0,0,3438878
JKSW,,0%,,,,,0,0,0,0
MAPIBQCV5A,1,0%,1,1,1,1,0,0,0,50
KLBFDRCQ5A,14,0%,14,14,14,14,0,0,0,1400
RODA,46,0%,46,46,46,46,13,272,1251,625238
PGEODRCN5A,,0%,,,,,0,0,0,0
HITS,116,0%,116,116,116,116,0,0,0,823726
MDKABQCZ4A,,0%,,,,,0,0,0,0
BSDEHDCM6A,30,0%,30,30,30,30,0,0,0,6000
WMPP,12,0%,12,12,12,12,0,0,0,353028
LEAD,76,0%,76,76,77,75,825,179876,1362292,440771
WIKA,204,0%,204,204,204,204,0,0,0,8134105
INCODRCH5A,,0%,,,,,0,0,0,0
SAGE,30,0%,30,30,30,30,110,19765,59295,241006
