,,Net,,,Foreign Net,,,,Buy,,,,,Sell,,,,,Foreign Buy,,,,,Foreign Sell,,
Code,,Val (M),Vol,,Val(M),Vol,,Freq,Vol,Val(M),AVG,,Freq,Vol,Val(M),AVG,,Freq,Vol,Val(M),AVG,,Freq,Vol,Val(M),AVG
GDST,,0,13,,0,0,,3,13,0,107,,0,0,0,0,,0,0,0,0,,0,0,0,0,
VINS,,0,13,,0,0,,2,13,0,123,,0,0,0,0,,0,0,0,0,,0,0,0,0,
ADRO,,7,12,,0,0,,43,5650,963,1704,,152,5638,956,1695,,0,0,0,0,,0,0,0,0,
TALF,,0,12,,0,0,,2,12,0,404,,0,0,0,0,,0,0,0,0,,0,0,0,0,
MFIN,,1,11,,0,0,,35,75,8,1086,,11,64,7,1083,,0,0,0,0,,0,0,0,0,
APLN,,0,10,,0,0,,2,10,0,102,,0,0,0,0,,0,0,0,0,,0,0,0,0,
ASPI,,1,10,,0,0,,4,510,26,500,,7,500,25,496,,0,0,0,0,,0,0,0,0,
DYAN,,0,10,,0,0,,1,10,0,87,,0,0,0,0,,0,0,0,0,,0,0,0,0,
LFLO,,0,10,,0,0,,1,10,0,224,,0,0,0,0,,0,0,0,0,,0,0,0,0,
INDR,,2,9,,0,0,,2,9,2,2620,,0,0,0,0,,0,0,0,0,,0,0,0,0,
SPRE,,0,9,,0,0,,1,10,0,77,,1,1,0,84,,0,0,0,0,,0,0,0,0,
AALI,,6,8,,0,0,,2,8,6,7275,,0,0,0,0,,0,0,0,0,,0,0,0,0,
PRIM,,0,8,,0,0,,22,1407,12,84,,19,1399,12,85,,0,0,0,0,,0,0,0,0,
DAAZ,,2,7,,0,0,,1,7,2,3030,,0,0,0,0,,0,0,0,0,,0,0,0,0,
PNSE,,1,7,,0,0,,1,7,1,775,,0,0,0,0,,0,0,0,0,,0,0,0,0,
CYBR-W,,1,4,,0,0,,10,99,6,602,,7,95,7,697,,0,0,0,0,,0,0,0,0,
SMSM,,1,4,,0,0,,4,4,1,1901,,0,0,0,0,,0,0,0,0,,0,0,0,0,
BSSR,,1,3,,0,0,,2,3,1,3920,,0,0,0,0,,0,0,0,0,,0,0,0,0,
CAKK,,0,3,,0,0,,2,3,0,140,,0,0,0,0,,0,0,0,0,,0,0,0,0,
KONI,,1,3,,0,0,,11,13,3,1959,,9,10,2,2022,,0,0,0,0,,0,0,0,0,
MASB,,1,2,,0,0,,1,2,1,3250,,0,0,0,0,,0,0,0,0,,0,0,0,0,
MLPT,,15,2,,0,0,,2,2,15,72500,,0,0,0,0,,0,0,0,0,,0,0,0,0,
CFIN,,0,1,,0,0,,1,1,0,316,,0,0,0,0,,0,0,0,0,,0,0,0,0,
FPNI,,0,1,,0,0,,1,1,0,194,,0,0,0,0,,0,0,0,0,,0,0,0,0,
IRRA,,0,1,,0,0,,1,1,0,426,,0,0,0,0,,0,0,0,0,,0,0,0,0,
KING,,0,1,,0,0,,1,1,0,198,,0,0,0,0,,0,0,0,0,,0,0,0,0,
AKSI,,0,0,,0,0,,1,1,0,232,,1,1,0,238,,0,0,0,0,,0,0,0,0,
BAIK-W,,0,0,,0,0,,1,4000,4,11,,2,4000,4,11,,0,0,0,0,,0,0,0,0,
BBSS,,0,0,,0,0,,1,1,0,290,,1,1,0,286,,0,0,0,0,,0,0,0,0,
BULL,,0,0,,0,0,,4,1032,16,154,,2,1032,16,154,,0,0,0,0,,0,0,0,0,
CARE,,0,0,,0,0,,1,1000,31,312,,5,1000,31,310,,0,0,0,0,,0,0,0,0,
CASH,,0,0,,0,0,,2,20,0,92,,3,20,0,97,,0,0,0,0,,0,0,0,0,
CNMA,,0,0,,0,0,,1,500,7,132,,1,500,7,131,,0,0,0,0,,0,0,0,0,
DOID,,0,0,,0,0,,1,66,2,354,,2,66,2,358,,0,0,0,0,,0,0,0,0,
DPNS,,0,0,,0,0,,2,200,7,358,,1,200,7,340,,0,0,0,0,,0,0,0,0,
DSFI,,0,0,,0,0,,1,9,0,82,,1,9,0,82,,0,0,0,0,,0,0,0,0,
ECII,,0,0,,0,0,,2,50,1,183,,2,50,1,187,,0,0,0,0,,0,0,0,0,
ELIT,,0,0,,0,0,,2,100,2,180,,2,100,2,181,,0,0,0,0,,0,0,0,0,
GPSO,,0,0,,0,0,,2,27,1,287,,3,27,1,282,,0,0,0,0,,0,0,0,0,
HAJJ-W,,0,0,,0,0,,3,2000,3,16,,10,2000,3,17,,0,0,0,0,,0,0,0,0,
HALO,,0,0,,0,0,,9,497,4,82,,95,497,4,83,,0,0,0,0,,0,0,0,0,
HOKI,,0,0,,0,0,,2,216,2,78,,2,216,2,78,,0,0,0,0,,0,0,0,0,
ISAP-W,,1,0,,0,0,,2,8000,8,10,,2,8000,9,11,,0,0,0,0,,0,0,0,0,
JECC,,0,0,,0,0,,1,1,0,1120,,1,1,0,1150,,0,0,0,0,,0,0,0,0,
KOCI-W,,0,0,,0,0,,6,23000,32,14,,10,23000,32,14,,0,0,0,0,,0,0,0,0,
KUAS,,0,0,,0,0,,8,560,4,72,,8,560,4,71,,0,0,0,0,,0,0,0,0,
LUCY,,0,0,,0,0,,3,251,2,94,,17,251,2,92,,0,0,0,0,,0,0,0,0,
MAPIHDCK6A,,1,0,,0,0,,2,2000,16,79,,1,2000,15,73,,0,0,0,0,,0,0,0,0,
MAPIZPCJ6A,,1,0,,0,0,,1,2000,11,53,,1,2000,10,50,,0,0,0,0,,0,0,0,0,
MPOW,,0,0,,0,0,,1,34,0,114,,7,34,0,113,,0,0,0,0,,0,0,0,0,
MYOH,,0,0,,0,0,,1,30,5,1695,,1,30,5,1730,,0,0,0,0,,0,0,0,0,
PSAT,,0,0,,0,0,,3,22,3,1345,,4,22,3,1330,,0,0,0,0,,0,0,0,0,
RANC,,0,0,,0,0,,1,1,0,420,,1,1,0,416,,0,0,0,0,,0,0,0,0,
RSCH,,0,0,,0,0,,1,1,0,368,,1,1,0,370,,0,0,0,0,,0,0,0,0,
SICO,,0,0,,0,0,,3,600,7,118,,1,600,7,117,,0,0,0,0,,0,0,0,0,
SOUL,,0,0,,0,0,,3,210,2,91,,21,210,2,93,,0,0,0,0,,0,0,0,0,
SSTM,,0,0,,0,0,,4,127,5,364,,4,127,5,356,,0,0,0,0,,0,0,0,0,
TCPI,,1,0,,0,0,,2,92,53,5786,,1,92,54,5900,,0,0,0,0,,0,0,0,0,
BBCADRCX6A,,0,-1,,0,0,,0,0,0,0,,1,1,0,3510,,0,0,0,0,,0,0,0,0,
BBRIDRCX6A,,0,-1,,0,0,,0,0,0,0,,1,1,0,2180,,0,0,0,0,,0,0,0,0,
BMRIDRCX6A,,0,-1,,0,0,,0,0,0,0,,1,1,0,2030,,0,0,0,0,,0,0,0,0,
DIVA,,0,-1,,0,0,,0,0,0,0,,1,1,0,121,,0,0,0,0,,0,0,0,0,
MERI,,0,-1,,0,0,,18,851,19,223,,11,852,19,221,,0,0,0,0,,0,0,0,0,
KSIX,,0,-2,,0,0,,0,0,0,0,,1,2,0,232,,0,0,0,0,,0,0,0,0,
MDIY,,0,-2,,0,0,,0,0,0,0,,1,2,0,1035,,0,0,0,0,,0,0,0,0,
LPLI,,0,-3,,0,0,,0,0,0,0,,1,3,0,328,,0,0,0,0,,0,0,0,0,
INDF,,3,-4,,0,0,,0,0,0,0,,2,4,3,7463,,0,0,0,0,,0,0,0,0,
CTRA,,0,-5,,0,0,,0,0,0,0,,1,5,0,950,,0,0,0,0,,0,0,0,0,
LINK,,1,-5,,0,0,,1,1,0,2720,,2,6,2,2700,,0,0,0,0,,0,0,0,0,
GTRA,,0,-6,,0,0,,0,0,0,0,,1,6,0,142,,0,0,0,0,,0,0,0,0,
DRMA,,1,-7,,0,0,,0,0,0,0,,1,7,1,985,,0,0,0,0,,0,0,0,0,
AKRA,,3,-21,,0,0,,3,5,1,1211,,2,26,3,1217,,0,0,0,0,,0,0,0,0,
LAPD,,0,-21,,0,0,,0,0,0,0,,2,21,0,129,,0,0,0,0,,0,0,0,0,
MAIN,,2,-22,,0,0,,0,0,0,0,,1,22,2,690,,0,0,0,0,,0,0,0,0,
NICL,,2,-22,,0,0,,2,68,7,1051,,1,90,9,1055,,0,0,0,0,,0,0,0,0,
UNTR,,41,-22,,0,0,,161,1093,2903,26557,,150,1115,2944,26404,,0,0,0,0,,0,0,0,0,
MGRO,,1,-24,,0,0,,18,3749,266,710,,26,3773,267,707,,0,0,0,0,,0,0,0,0,
CPIN,,11,-25,,0,0,,0,0,0,0,,3,25,11,4510,,0,0,0,0,,0,0,0,0,
IRSX,,0,-25,,0,0,,0,0,0,0,,1,25,0,139,,0,0,0,0,,0,0,0,0,
KIJA,,1,-25,,0,0,,4,2025,40,196,,4,2050,41,198,,0,0,0,0,,0,0,0,0,
POLU,,30,-25,,0,0,,2,4,6,14500,,8,29,36,12428,,0,0,0,0,,0,0,0,0,
PTSP,,2,-25,,0,0,,6,80,7,851,,7,105,9,877,,0,0,0,0,,0,0,0,0,
WIIM,,2,-25,,0,0,,2,200,16,805,,5,225,18,807,,0,0,0,0,,0,0,0,0,
AADI,,19,-27,,0,0,,6,17,12,7007,,5,44,31,7008,,0,0,0,0,,0,0,0,0,
ARKO,,4,-32,,0,0,,3,36,4,1230,,5,68,9,1252,,0,0,0,0,,0,0,0,0,
SONA,,13,-33,,0,0,,4,6,2,4105,,11,39,16,4076,,0,0,0,0,,0,0,0,0,
HYGN,,1,-46,,0,0,,0,0,0,0,,1,46,1,158,,0,0,0,0,,0,0,0,0,
KAEF,,3,-50,,0,0,,0,0,0,0,,3,50,3,510,,0,0,0,0,,0,0,0,0,
MSTI,,9,-57,,0,0,,3,3,0,1533,,1,60,9,1530,,0,0,0,0,,0,0,0,0,
PTMP,,1,-67,,0,0,,37,2965,28,94,,45,3032,29,96,,0,0,0,0,,0,0,0,0,
RUIS,,1,-68,,0,0,,5,232,5,220,,2,300,7,220,,0,0,0,0,,0,0,0,0,
SMDM,,22,-70,,0,0,,71,4281,427,998,,167,4351,405,931,,0,0,0,0,,0,0,0,0,
ASGR,,9,-73,,0,0,,0,0,0,0,,8,73,9,1245,,0,0,0,0,,0,0,0,0,
AYAM,,1,-75,,0,0,,6,175,3,171,,6,250,4,174,,0,0,0,0,,0,0,0,0,
INPS,,1,-76,,0,0,,0,0,0,0,,3,76,1,117,,0,0,0,0,,0,0,0,0,
ALII,,5,-92,,0,0,,0,0,0,0,,1,92,5,545,,0,0,0,0,,0,0,0,0,
JIHD,,6,-95,,0,0,,0,0,0,0,,12,95,6,684,,0,0,0,0,,0,0,0,0,
PDPP,,5,-96,,0,0,,0,0,0,0,,3,96,5,486,,0,0,0,0,,0,0,0,0,
INTA,,0,-99,,0,0,,0,0,0,0,,4,99,0,22,,0,0,0,0,,0,0,0,0,
GGRP,,2,-100,,0,0,,0,0,0,0,,7,100,2,228,,0,0,0,0,,0,0,0,0,
GRPH,,1,-100,,0,0,,40,6362,41,64,,45,6462,41,64,,0,0,0,0,,0,0,0,0,
PSDN,,1,-100,,0,0,,12,944,9,100,,33,1044,10,98,,0,0,0,0,,0,0,0,0,
ASSA,,10,-110,,0,0,,0,0,0,0,,3,110,10,896,,0,0,0,0,,0,0,0,0,
CLEO,,6,-111,,0,0,,1,100,5,515,,2,211,11,520,,0,0,0,0,,0,0,0,0,
FOOD,,2,-111,,0,0,,0,0,0,0,,1,111,2,141,,0,0,0,0,,0,0,0,0,
HEAL,,20,-119,,0,0,,1,1,0,1705,,3,120,20,1705,,0,0,0,0,,0,0,0,0,
TKIM,,93,-128,,0,0,,0,0,0,0,,4,128,93,7275,,0,0,0,0,,0,0,0,0,
AVIA,,6,-130,,0,0,,2,50,2,426,,2,180,8,426,,0,0,0,0,,0,0,0,0,
PALM,,6,-139,,0,0,,34,548,23,419,,23,687,29,418,,0,0,0,0,,0,0,0,0,
RMKO,,2,-139,,0,0,,1,50,1,132,,1,189,2,130,,0,0,0,0,,0,0,0,0,
DART,,2,-147,,0,0,,56,1763,29,163,,94,1910,31,162,,0,0,0,0,,0,0,0,0,
PTPS,,2,-150,,0,0,,2,60,1,163,,6,210,3,162,,0,0,0,0,,0,0,0,0,
INTPZPCG6A,,1,-151,,0,0,,0,0,0,0,,1,151,1,71,,0,0,0,0,,0,0,0,0,
HRUMZPCG6A,,1,-160,,0,0,,0,0,0,0,,1,160,1,63,,0,0,0,0,,0,0,0,0,
TLKM,,56,-178,,0,0,,0,0,0,0,,4,178,56,3157,,0,0,0,0,,0,0,0,0,
PGAS,,34,-197,,0,0,,1,3,1,1710,,7,200,34,1715,,0,0,0,0,,0,0,0,0,
KEJU,,12,-200,,0,0,,2,100,6,615,,2,300,18,615,,0,0,0,0,,0,0,0,0,
TRIN,,2,-200,,0,0,,0,0,0,0,,7,200,2,91,,0,0,0,0,,0,0,0,0,
WGSH,,4,-200,,0,0,,1,172,3,184,,16,372,7,191,,0,0,0,0,,0,0,0,0,
YOII,,2,-200,,0,0,,0,0,0,0,,1,200,2,94,,0,0,0,0,,0,0,0,0,
ASII,,109,-201,,0,0,,5,59,32,5467,,15,260,141,5434,,0,0,0,0,,0,0,0,0,
UDNG,,54,-209,,0,0,,16,419,107,2560,,6,628,161,2560,,0,0,0,0,,0,0,0,0,
INCO,,82,-210,,0,0,,1,20,8,3870,,15,230,90,3897,,0,0,0,0,,0,0,0,0,
ASMI,,1,-212,,0,0,,1,10,0,37,,1,222,1,37,,0,0,0,0,,0,0,0,0,
PZZA,,5,-235,,0,0,,0,0,0,0,,4,235,5,216,,0,0,0,0,,0,0,0,0,
RICY,,2,-239,,0,0,,0,0,0,0,,1,239,2,75,,0,0,0,0,,0,0,0,0,
VOKS,,6,-244,,0,0,,12,455,14,299,,103,699,20,282,,0,0,0,0,,0,0,0,0,
MGLV,,29,-254,,0,0,,0,0,0,0,,2,254,29,1155,,0,0,0,0,,0,0,0,0,
TAPG,,40,-270,,0,0,,19,668,97,1459,,22,938,137,1460,,0,0,0,0,,0,0,0,0,
BVIC,,3,-279,,0,0,,15,721,8,107,,3,1000,11,109,,0,0,0,0,,0,0,0,0,
DGWG,,12,-296,,0,0,,102,3825,158,412,,117,4121,170,412,,0,0,0,0,,0,0,0,0,
ARTO,,75,-332,,0,0,,139,6920,1433,2071,,205,7252,1508,2079,,0,0,0,0,,0,0,0,0,
CBDK,,196,-337,,0,0,,29,713,440,6171,,23,1050,636,6054,,0,0,0,0,,0,0,0,0,
CHEM,,3,-339,,0,0,,15,928,8,90,,28,1267,12,91,,0,0,0,0,,0,0,0,0,
LION,,24,-353,,0,0,,15,67,5,679,,30,420,28,671,,0,0,0,0,,0,0,0,0,
CGAS,,6,-369,,0,0,,10,1631,25,153,,12,2000,31,155,,0,0,0,0,,0,0,0,0,
BEEF,,13,-389,,0,0,,15,244,8,332,,8,633,21,328,,0,0,0,0,,0,0,0,0,
ITMA,,56,-397,,0,0,,27,4213,477,1132,,53,4610,533,1157,,0,0,0,0,,0,0,0,0,
MANG-W,,1,-411,,0,0,,2,202,0,22,,7,613,2,25,,0,0,0,0,,0,0,0,0,
SMAR,,235,-439,,0,0,,0,0,0,0,,2,439,235,5350,,0,0,0,0,,0,0,0,0,
TNCA,,8,-443,,0,0,,15,650,11,168,,32,1093,19,173,,0,0,0,0,,0,0,0,0,
VTNY,,5,-462,,0,0,,12,4048,41,101,,28,4510,46,103,,0,0,0,0,,0,0,0,0,
BATR,,6,-498,,0,0,,11,321,4,112,,4,819,9,114,,0,0,0,0,,0,0,0,0,
OPMS,,4,-500,,0,0,,0,0,0,0,,1,500,4,82,,0,0,0,0,,0,0,0,0,
PMJS,,6,-500,,0,0,,0,0,0,0,,7,500,6,123,,0,0,0,0,,0,0,0,0,
TRUK,,12,-522,,0,0,,12,450,11,251,,10,972,23,237,,0,0,0,0,,0,0,0,0,
SNLK,,26,-545,,0,0,,2,526,25,470,,22,1071,50,470,,0,0,0,0,,0,0,0,0,
ADMR,,55,-550,,0,0,,1,50,5,1005,,1,600,60,995,,0,0,0,0,,0,0,0,0,
ASLC,,6,-583,,0,0,,23,8384,83,99,,125,8967,89,100,,0,0,0,0,,0,0,0,0,
ADHI,,16,-586,,0,0,,18,514,14,276,,20,1100,30,272,,0,0,0,0,,0,0,0,0,
DKFT,,42,-594,,0,0,,3,117,8,698,,15,711,50,703,,0,0,0,0,,0,0,0,0,
AMRT,,122,-599,,0,0,,3,101,20,2021,,11,700,143,2039,,0,0,0,0,,0,0,0,0,
INTD,,12,-631,,0,0,,0,0,0,0,,15,631,12,198,,0,0,0,0,,0,0,0,0,
FILM,,261,-639,,286,-700,,71,548,223,4072,,60,1187,484,4079,,0,0,0,0,,17,700,286,4089,
INET-W,,9,-650,,0,0,,4,171,2,136,,5,821,11,133,,0,0,0,0,,0,0,0,0,
LABS,,10,-688,,0,0,,0,0,0,0,,75,688,10,141,,0,0,0,0,,0,0,0,0,
LSIP,,95,-700,,0,0,,0,0,0,0,,15,700,95,1355,,0,0,0,0,,0,0,0,0,
MDLN,,5,-700,,0,0,,0,0,0,0,,2,700,5,68,,0,0,0,0,,0,0,0,0,
PURA,,2,-700,,0,0,,1,1400,5,34,,1,2100,7,31,,0,0,0,0,,0,0,0,0,
TFAS,,11,-700,,0,0,,2,204,3,150,,14,904,14,157,,0,0,0,0,,0,0,0,0,
TRUS,,34,-714,,0,0,,0,0,0,0,,19,714,34,474,,0,0,0,0,,0,0,0,0,
ITIC,,17,-724,,0,0,,0,0,0,0,,13,724,17,236,,0,0,0,0,,0,0,0,0,
NSSS,,33,-735,,0,0,,1,10,0,452,,21,745,34,450,,0,0,0,0,,0,0,0,0,
SGRO,,349,-761,,0,0,,8,274,119,4359,,9,1035,468,4522,,0,0,0,0,,0,0,0,0,
MBSS,,120,-771,,0,0,,0,0,0,0,,2,771,120,1560,,0,0,0,0,,0,0,0,0,
MANG,,5,-809,,0,0,,23,35840,165,46,,102,36649,170,46,,0,0,0,0,,0,0,0,0,
BELL,,13,-845,,0,0,,254,59710,410,69,,319,60555,397,66,,0,0,0,0,,0,0,0,0,
BEST,,12,-1000,,0,0,,0,0,0,0,,1,1000,12,116,,0,0,0,0,,0,0,0,0,
KKES,,4,-1000,,0,0,,0,0,0,0,,3,1000,4,37,,0,0,0,0,,0,0,0,0,
DOOH,,11,-1034,,0,0,,347,67637,1006,149,,293,68671,1018,148,,0,0,0,0,,0,0,0,0,
MINE,,60,-1040,,0,0,,1,5,0,570,,11,1045,60,575,,0,0,0,0,,0,0,0,0,
KDTN,,15,-1102,,0,0,,25,2054,29,141,,46,3156,44,139,,0,0,0,0,,0,0,0,0,
JMAS,,18,-1177,,0,0,,0,0,0,0,,8,1177,18,151,,0,0,0,0,,0,0,0,0,
ZYRX,,17,-1194,,0,0,,2,70,1,141,,26,1264,18,142,,0,0,0,0,,0,0,0,0,
ERAA,,54,-1232,,0,0,,28,1753,79,448,,40,2985,133,444,,0,0,0,0,,0,0,0,0,
GSMF,,12,-1308,,0,0,,12,1200,12,97,,20,2508,24,95,,0,0,0,0,,0,0,0,0,
SWID,,15,-1400,,0,0,,37,2474,25,101,,28,3874,40,103,,0,0,0,0,,0,0,0,0,
TINS,,174,-1430,,0,0,,105,21986,2442,1111,,120,23416,2617,1117,,0,0,0,0,,0,0,0,0,
SMBR,,43,-1463,,0,0,,9,2080,59,286,,35,3543,103,290,,0,0,0,0,,0,0,0,0,
SIMP,,95,-1500,,0,0,,0,0,0,0,,18,1500,95,635,,0,0,0,0,,0,0,0,0,
COCO,,84,-1569,,0,0,,47,3800,202,532,,47,5369,286,533,,0,0,0,0,,0,0,0,0,
INPC,,27,-1635,,0,0,,11,1800,30,169,,20,3435,57,167,,0,0,0,0,,0,0,0,0,
BHIT,,6,-1690,,0,0,,0,0,0,0,,8,1690,6,34,,0,0,0,0,,0,0,0,0,
ASHA,,8,-1756,,0,0,,9,2837,13,46,,1,4593,21,46,,0,0,0,0,,0,0,0,0,
IKAN,,30,-1800,,0,0,,178,38026,509,134,,181,39826,539,135,,0,0,0,0,,0,0,0,0,
BAUT,,7,-1861,,0,0,,2,250,1,36,,5,2111,8,37,,0,0,0,0,,0,0,0,0,
BTPS,,274,-1967,,0,0,,0,0,0,0,,16,1967,274,1395,,0,0,0,0,,0,0,0,0,
KRAS,,59,-1984,,0,0,,5,670,20,303,,21,2654,79,297,,0,0,0,0,,0,0,0,0,
PMUI,,26,-2000,,0,0,,0,0,0,0,,3,2000,26,128,,0,0,0,0,,0,0,0,0,
STAR,,12,-2000,,0,0,,1,3000,18,61,,9,5000,31,61,,0,0,0,0,,0,0,0,0,
NASA,,10,-2250,,0,0,,0,0,0,0,,8,2250,10,44,,0,0,0,0,,0,0,0,0,
UNVR,,381,-2257,,0,0,,1,55,9,1690,,33,2312,390,1688,,0,0,0,0,,0,0,0,0,
IMPC,,347,-2420,,14,100,,26,2480,350,1410,,26,4900,696,1421,,1,100,14,1400,,0,0,0,0,
FITT,,158,-2445,,0,0,,6,160,10,644,,59,2605,168,647,,0,0,0,0,,0,0,0,0,
INDO,,61,-2587,,0,0,,4,250,6,238,,15,2837,67,236,,0,0,0,0,,0,0,0,0,
TAYS,,21,-2710,,0,0,,34,12205,95,78,,53,14915,115,77,,0,0,0,0,,0,0,0,0,
BOAT,,54,-2726,,0,0,,418,119124,1699,143,,563,121850,1752,144,,0,0,0,0,,0,0,0,0,
ATLA,,14,-2746,,0,0,,71,52348,339,65,,87,55094,353,64,,0,0,0,0,,0,0,0,0,
NPGF,,20,-2750,,0,0,,48,7810,47,60,,34,10560,66,63,,0,0,0,0,,0,0,0,0,
ACRO-W,,17,-2895,,0,0,,27,84100,108,13,,42,86995,125,14,,0,0,0,0,,0,0,0,0,
MGNA,,14,-3033,,0,0,,0,0,0,0,,16,3033,14,45,,0,0,0,0,,0,0,0,0,
TMPO,,47,-3110,,0,0,,271,47396,945,199,,289,50506,992,196,,0,0,0,0,,0,0,0,0,
PADA,,14,-3150,,0,0,,0,0,0,0,,4,3150,14,46,,0,0,0,0,,0,0,0,0,
INDYHDCJ6A,,55,-3348,,0,0,,0,0,0,0,,3,3348,55,165,,0,0,0,0,,0,0,0,0,
TOSK,,22,-3520,,0,0,,10,3502,22,62,,21,7022,44,62,,0,0,0,0,,0,0,0,0,
PANI,,5501,-3885,,0,0,,118,1914,2626,13720,,256,5799,8127,14015,,0,0,0,0,,0,0,0,0,
HRTA,,328,-3916,,0,0,,15,385,32,839,,66,4301,360,837,,0,0,0,0,,0,0,0,0,
NELY,,138,-3960,,0,0,,0,0,0,0,,56,3960,138,348,,0,0,0,0,,0,0,0,0,
PGEO,,571,-4130,,0,0,,99,20145,2827,1403,,142,24275,3398,1400,,0,0,0,0,,0,0,0,0,
AMMS,,111,-4638,,0,0,,7,108,3,246,,45,4746,114,240,,0,0,0,0,,0,0,0,0,
TOWR,,287,-4900,,0,0,,17,2600,150,575,,19,7500,436,582,,0,0,0,0,,0,0,0,0,
KLIN,,97,-5000,,0,0,,0,0,0,0,,1,5000,97,194,,0,0,0,0,,0,0,0,0,
MEDS,,35,-5070,,0,0,,84,28723,197,69,,128,33793,232,69,,0,0,0,0,,0,0,0,0,
BCIP,,53,-5412,,0,0,,4,1105,11,101,,31,6517,64,98,,0,0,0,0,,0,0,0,0,
CSIS,,70,-5642,,0,0,,29,2961,39,130,,41,8603,108,126,,0,0,0,0,,0,0,0,0,
DEWI,,62,-5873,,0,0,,1178,29052,310,107,,1040,34925,372,106,,0,0,0,0,,0,0,0,0,
HUMI,,79,-5889,,0,0,,311,39948,586,147,,98,45837,665,145,,0,0,0,0,,0,0,0,0,
OLIV,,50,-6106,,0,0,,8,2405,20,82,,22,8511,70,82,,0,0,0,0,,0,0,0,0,
BIPI,,57,-6248,,0,0,,13,16657,128,77,,11,22905,185,81,,0,0,0,0,,0,0,0,0,
ESSA,,389,-6318,,0,0,,9,322,20,613,,34,6640,409,616,,0,0,0,0,,0,0,0,0,
BCAP,,50,-6666,,0,0,,34,14334,100,70,,104,21000,150,71,,0,0,0,0,,0,0,0,0,
WTON,,75,-7100,,0,0,,13,6600,72,109,,15,13700,147,108,,0,0,0,0,,0,0,0,0,
RELF,,42,-7889,,0,0,,117,47834,240,50,,209,55723,282,51,,0,0,0,0,,0,0,0,0,
NRCA,,1197,-8224,,0,0,,319,42839,4698,1097,,361,51063,5895,1154,,0,0,0,0,,0,0,0,0,
SOFA,,47,-9150,,0,0,,10,1150,6,49,,24,10300,52,51,,0,0,0,0,,0,0,0,0,
DOSS,,210,-9358,,0,0,,178,35540,742,209,,213,44898,952,212,,0,0,0,0,,0,0,0,0,
GRPM,,50,-9499,,0,0,,66,9270,51,55,,79,18769,102,54,,0,0,0,0,,0,0,0,0,
NANO,,67,-10205,,0,0,,52,25450,168,66,,172,35655,235,66,,0,0,0,0,,0,0,0,0,
MDLA,,254,-10697,,0,0,,19,3214,77,241,,147,13911,331,238,,0,0,0,0,,0,0,0,0,
MINA,,198,-11706,,0,0,,172,64904,1098,169,,245,76610,1296,169,,0,0,0,0,,0,0,0,0,
VKTR,,151,-13089,,0,0,,0,0,0,0,,49,13089,151,116,,0,0,0,0,,0,0,0,0,
HMSP,,729,-13351,,0,0,,72,20479,1144,559,,177,33830,1873,554,,0,0,0,0,,0,0,0,0,
AMIN,,330,-13662,,0,0,,20,3834,93,243,,145,17496,423,242,,0,0,0,0,,0,0,0,0,
CUAN,,1979,-13737,,0,0,,9,1977,282,1424,,290,15714,2260,1438,,0,0,0,0,,0,0,0,0,
KBLV,,370,-15710,,0,0,,146,23847,567,238,,195,39557,937,237,,0,0,0,0,,0,0,0,0,
HADE,,68,-16147,,0,0,,12,62312,262,42,,54,78459,330,42,,0,0,0,0,,0,0,0,0,
CARS,,245,-18300,,0,0,,11,9397,125,133,,31,27697,370,133,,0,0,0,0,,0,0,0,0,
MHKI,,274,-18676,,0,0,,3,360,5,150,,72,19036,280,147,,0,0,0,0,,0,0,0,0,
PNBN,,2094,-18700,,0,0,,6,1800,203,1126,,144,20500,2297,1120,,0,0,0,0,,0,0,0,0,
BUVA,,743,-21822,,0,0,,1897,86600,3068,354,,549,108422,3811,352,,0,0,0,0,,0,0,0,0,
MPPA,,159,-23295,,0,0,,12,12423,84,68,,59,35718,243,68,,0,0,0,0,,0,0,0,0,
BMRI,,11271,-25866,,0,0,,550,84004,36744,4374,,1224,109870,48015,4370,,0,0,0,0,,0,0,0,0,
BDKR,,399,-26243,,0,0,,92,37540,578,154,,346,63783,976,153,,0,0,0,0,,0,0,0,0,
PNLF,,658,-26745,,0,0,,95,54641,1353,248,,120,81386,2011,247,,0,0,0,0,,0,0,0,0,
PSKT,,329,-28822,,0,0,,16,42090,467,111,,48,70912,796,112,,0,0,0,0,,0,0,0,0,
GRIA,,501,-33643,,0,0,,209,28207,403,143,,297,61850,904,146,,0,0,0,0,,0,0,0,0,
ISAP,,116,-35033,,0,0,,0,0,0,0,,254,35033,116,33,,0,0,0,0,,0,0,0,0,
INET,,782,-35881,,0,0,,592,189867,4344,229,,1091,225748,5126,227,,0,0,0,0,,0,0,0,0,
TOBA,,4611,-36319,,0,0,,471,43712,5596,1280,,955,80031,10206,1275,,0,0,0,0,,0,0,0,0,
NTBK,,224,-38033,,0,0,,139,60397,363,60,,340,98430,587,60,,0,0,0,0,,0,0,0,0,
BWPT,,695,-38814,,0,0,,705,336396,5231,156,,642,375210,5926,158,,0,0,0,0,,0,0,0,0,
COIN,,11756,-47433,,0,0,,217,12487,3077,2464,,714,59920,14833,2476,,0,0,0,0,,0,0,0,0,
MTFN,,113,-80950,,0,0,,14,9350,12,13,,88,90300,125,14,,0,0,0,0,,0,0,0,0,
